id,property,needs_translation,default,translated
PL8_TEST,NAME,u,Testhospital - Makroregion wschodni,
PL8_TEST,SHORT_NAME,u,Testhosp. PL8,
PL8_TEST_TEST,NAME,u,Testdepartment - Makroregion wschodni,
PL8_TEST_TEST,SHORT_NAME,u,Testdep. PL8,
PL9,NAME,u,Makroregion województwo mazowieckie,
PL9,SHORT_NAME,u,Makroregion województwo mazowieckie,
PL9_TEST,NAME,u,Testhospital - Makroregion województwo mazowieckie,
PL9_TEST,SHORT_NAME,u,Testhosp. PL9,
PL9_TEST_TEST,NAME,u,Testdepartment - Makroregion województwo mazowieckie,
PL9_TEST_TEST,SHORT_NAME,u,Testdep. PL9,
PT1,NAME,u,Continente,
PT1,SHORT_NAME,u,Continente,
PT1_TEST,NAME,u,Testhospital - Continente,
PT1_TEST,SHORT_NAME,u,Testhosp. PT1,
PT1_TEST_TEST,NAME,u,Testdepartment - Continente,
PT1_TEST_TEST,SHORT_NAME,u,Testdep. PT1,
PT2,NAME,u,Região Autónoma dos Açores,
PT2,SHORT_NAME,u,Região Autónoma dos Açores,
PT2_TEST,NAME,u,Testhospital - Região Autónoma dos Açores,
PT2_TEST,SHORT_NAME,u,Testhosp. PT2,
PT2_TEST_TEST,NAME,u,Testdepartment - Região Autónoma dos Açores,
PT2_TEST_TEST,SHORT_NAME,u,Testdep. PT2,
PT3,NAME,u,Região Autónoma da Madeira,
PT3,SHORT_NAME,u,Região Autónoma da Madeira,
PT3_TEST,NAME,u,Testhospital - Região Autónoma da Madeira,
PT3_TEST,SHORT_NAME,u,Testhosp. PT3,
PT3_TEST_TEST,NAME,u,Testdepartment - Região Autónoma da Madeira,
PT3_TEST_TEST,SHORT_NAME,u,Testdep. PT3,
RO1,NAME,u,Macroregiunea Unu,
RO1,SHORT_NAME,u,Macroregiunea Unu,
RO1_TEST,NAME,u,Testhospital - Macroregiunea Unu,
RO1_TEST,SHORT_NAME,u,Testhosp. RO1,
RO1_TEST_TEST,NAME,u,Testdepartment - Macroregiunea Unu,
RO1_TEST_TEST,SHORT_NAME,u,Testdep. RO1,
RO2,NAME,u,Macroregiunea Doi,
RO2,SHORT_NAME,u,Macroregiunea Doi,
RO2_TEST,NAME,u,Testhospital - Macroregiunea Doi,
RO2_TEST,SHORT_NAME,u,Testhosp. RO2,
RO2_TEST_TEST,NAME,u,Testdepartment - Macroregiunea Doi,
RO2_TEST_TEST,SHORT_NAME,u,Testdep. RO2,
RO3,NAME,u,Macroregiunea Trei,
RO3,SHORT_NAME,u,Macroregiunea Trei,
RO3_TEST,NAME,u,Testhospital - Macroregiunea Trei,
RO3_TEST,SHORT_NAME,u,Testhosp. RO3,
RO3_TEST_TEST,NAME,u,Testdepartment - Macroregiunea Trei,
RO3_TEST_TEST,SHORT_NAME,u,Testdep. RO3,
RO4,NAME,u,Macroregiunea Patru,
RO4,SHORT_NAME,u,Macroregiunea Patru,
RO4_TEST,NAME,u,Testhospital - Macroregiunea Patru,
RO4_TEST,SHORT_NAME,u,Testhosp. RO4,
RO4_TEST_TEST,NAME,u,Testdepartment - Macroregiunea Patru,
RO4_TEST_TEST,SHORT_NAME,u,Testdep. RO4,
RS1,NAME,u,Србија - север [Serbia - sever],
RS1,SHORT_NAME,u,Србија - север,
RS1_TEST,NAME,u,Testhospital - Србија - север,
RS1_TEST,SHORT_NAME,u,Testhosp. RS1,
RS1_TEST_TEST,NAME,u,Testdepartment - Србија - север,
RS1_TEST_TEST,SHORT_NAME,u,Testdep. RS1,
RS2,NAME,u,Србија - југ [Serbia - jug],
RS2,SHORT_NAME,u,Србија - југ,
RS2_TEST,NAME,u,Testhospital - Србија - југ,
RS2_TEST,SHORT_NAME,u,Testhosp. RS2,
RS2_TEST_TEST,NAME,u,Testdepartment - Србија - југ,
RS2_TEST_TEST,SHORT_NAME,u,Testdep. RS2,
SE1,NAME,u,Östra Sverige,
SE1,SHORT_NAME,u,Östra Sverige,
SE1_TEST,NAME,u,Testhospital - Östra Sverige,
SE1_TEST,SHORT_NAME,u,Testhosp. SE1,
SE1_TEST_TEST,NAME,u,Testdepartment - Östra Sverige,
SE1_TEST_TEST,SHORT_NAME,u,Testdep. SE1,
SE2,NAME,u,Södra Sverige,
SE2,SHORT_NAME,u,Södra Sverige,
SE2_TEST,NAME,u,Testhospital - Södra Sverige,
SE2_TEST,SHORT_NAME,u,Testhosp. SE2,
SE2_TEST_TEST,NAME,u,Testdepartment - Södra Sverige,
SE2_TEST_TEST,SHORT_NAME,u,Testdep. SE2,
SE3,NAME,u,Norra Sverige,
SE3,SHORT_NAME,u,Norra Sverige,
SE3_TEST,NAME,u,Testhospital - Norra Sverige,
SE3_TEST,SHORT_NAME,u,Testhosp. SE3,
SE3_TEST_TEST,NAME,u,Testdepartment - Norra Sverige,
SE3_TEST_TEST,SHORT_NAME,u,Testdep. SE3,
SI_TEST,NAME,u,Testhospital - Slovenija,
SI_TEST,SHORT_NAME,u,Testhosp. SI,
SI_TEST_TEST,NAME,u,Testdepartment - Slovenija,
SI_TEST_TEST,SHORT_NAME,u,Testdep. SI,
SK_TEST,NAME,u,Testhospital - Slovensko,
SK_TEST,SHORT_NAME,u,Testhosp. SK,
SK_TEST_TEST,NAME,u,Testdepartment - Slovensko,
SK_TEST_TEST,SHORT_NAME,u,Testdep. SK,
TR1,NAME,u,İstanbul,
TR1,SHORT_NAME,u,İstanbul,
TR1_TEST,NAME,u,Testhospital - İstanbul,
TR1_TEST,SHORT_NAME,u,Testhosp. TR1,
TR1_TEST_TEST,NAME,u,Testdepartment - İstanbul,
TR1_TEST_TEST,SHORT_NAME,u,Testdep. TR1,
TR2,NAME,u,Batı Marmara,
TR2,SHORT_NAME,u,Batı Marmara,
TR2_TEST,NAME,u,Testhospital - Batı Marmara,
TR2_TEST,SHORT_NAME,u,Testhosp. TR2,
TR2_TEST_TEST,NAME,u,Testdepartment - Batı Marmara,
TR2_TEST_TEST,SHORT_NAME,u,Testdep. TR2,
TR3,NAME,u,Ege,
TR3,SHORT_NAME,u,Ege,
TR3_TEST,NAME,u,Testhospital - Ege,
TR3_TEST,SHORT_NAME,u,Testhosp. TR3,
TR3_TEST_TEST,NAME,u,Testdepartment - Ege,
TR3_TEST_TEST,SHORT_NAME,u,Testdep. TR3,
TR4,NAME,u,Doğu Marmara,
TR4,SHORT_NAME,u,Doğu Marmara,
TR4_TEST,NAME,u,Testhospital - Doğu Marmara,
TR4_TEST,SHORT_NAME,u,Testhosp. TR4,
TR4_TEST_TEST,NAME,u,Testdepartment - Doğu Marmara,
TR4_TEST_TEST,SHORT_NAME,u,Testdep. TR4,
TR5,NAME,u,Batı Anadolu,
TR5,SHORT_NAME,u,Batı Anadolu,
TR5_TEST,NAME,u,Testhospital - Batı Anadolu,
TR5_TEST,SHORT_NAME,u,Testhosp. TR5,
TR5_TEST_TEST,NAME,u,Testdepartment - Batı Anadolu,
TR5_TEST_TEST,SHORT_NAME,u,Testdep. TR5,
TR6,NAME,u,Akdeniz,
TR6,SHORT_NAME,u,Akdeniz,
TR6_TEST,NAME,u,Testhospital - Akdeniz,
TR6_TEST,SHORT_NAME,u,Testhosp. TR6,
TR6_TEST_TEST,NAME,u,Testdepartment - Akdeniz,
TR6_TEST_TEST,SHORT_NAME,u,Testdep. TR6,
TR7,NAME,u,Orta Anadolu,
TR7,SHORT_NAME,u,Orta Anadolu,
TR7_TEST,NAME,u,Testhospital - Orta Anadolu,
TR7_TEST,SHORT_NAME,u,Testhosp. TR7,
TR7_TEST_TEST,NAME,u,Testdepartment - Orta Anadolu,
TR7_TEST_TEST,SHORT_NAME,u,Testdep. TR7,
TR8,NAME,u,Batı Karadeniz,
TR8,SHORT_NAME,u,Batı Karadeniz,
TR8_TEST,NAME,u,Testhospital - Batı Karadeniz,
TR8_TEST,SHORT_NAME,u,Testhosp. TR8,
TR8_TEST_TEST,NAME,u,Testdepartment - Batı Karadeniz,
TR8_TEST_TEST,SHORT_NAME,u,Testdep. TR8,
TR9,NAME,u,Doğu Karadeniz,
TR9,SHORT_NAME,u,Doğu Karadeniz,
TR9_TEST,NAME,u,Testhospital - Doğu Karadeniz,
TR9_TEST,SHORT_NAME,u,Testhosp. TR9,
TR9_TEST_TEST,NAME,u,Testdepartment - Doğu Karadeniz,
TR9_TEST_TEST,SHORT_NAME,u,Testdep. TR9,
TRA,NAME,u,Kuzeydoğu Anadolu,
TRA,SHORT_NAME,u,Kuzeydoğu Anadolu,
TRA_TEST,NAME,u,Testhospital - Kuzeydoğu Anadolu,
TRA_TEST,SHORT_NAME,u,Testhosp. TRA,
TRA_TEST_TEST,NAME,u,Testdepartment - Kuzeydoğu Anadolu,
TRA_TEST_TEST,SHORT_NAME,u,Testdep. TRA,
TRB,NAME,u,Ortadoğu Anadolu,
TRB,SHORT_NAME,u,Ortadoğu Anadolu,
TRB_TEST,NAME,u,Testhospital - Ortadoğu Anadolu,
TRB_TEST,SHORT_NAME,u,Testhosp. TRB,
TRB_TEST_TEST,NAME,u,Testdepartment - Ortadoğu Anadolu,
TRB_TEST_TEST,SHORT_NAME,u,Testdep. TRB,
TRC,NAME,u,Güneydoğu Anadolu,
TRC,SHORT_NAME,u,Güneydoğu Anadolu,
TRC_TEST,NAME,u,Testhospital - Güneydoğu Anadolu,
TRC_TEST,SHORT_NAME,u,Testhosp. TRC,
TRC_TEST_TEST,NAME,u,Testdepartment - Güneydoğu Anadolu,
TRC_TEST_TEST,SHORT_NAME,u,Testdep. TRC,
UKC,NAME,u,North East (England),
UKC,SHORT_NAME,u,North East (England),
UKC_TEST,NAME,u,Testhospital - North East (England),
UKC_TEST,SHORT_NAME,u,Testhosp. UKC,
UKC_TEST_TEST,NAME,u,Testdepartment - North East (England),
UKC_TEST_TEST,SHORT_NAME,u,Testdep. UKC,
UKD,NAME,u,North West (England),
UKD,SHORT_NAME,u,North West (England),
UKD_TEST,NAME,u,Testhospital - North West (England),
UKD_TEST,SHORT_NAME,u,Testhosp. UKD,
UKD_TEST_TEST,NAME,u,Testdepartment - North West (England),
UKD_TEST_TEST,SHORT_NAME,u,Testdep. UKD,
UKE,NAME,u,Yorkshire and the Humber,
UKE,SHORT_NAME,u,Yorkshire and the Humber,
UKE_TEST,NAME,u,Testhospital - Yorkshire and the Humber,
UKE_TEST,SHORT_NAME,u,Testhosp. UKE,
UKE_TEST_TEST,NAME,u,Testdepartment - Yorkshire and the Humber,
UKE_TEST_TEST,SHORT_NAME,u,Testdep. UKE,
UKF,NAME,u,East Midlands (England),
UKF,SHORT_NAME,u,East Midlands (England),
UKF_TEST,NAME,u,Testhospital - East Midlands (England),
UKF_TEST,SHORT_NAME,u,Testhosp. UKF,
UKF_TEST_TEST,NAME,u,Testdepartment - East Midlands (England),
UKF_TEST_TEST,SHORT_NAME,u,Testdep. UKF,
UKG,NAME,u,West Midlands (England),
UKG,SHORT_NAME,u,West Midlands (England),
UKG_TEST,NAME,u,Testhospital - West Midlands (England),
UKG_TEST,SHORT_NAME,u,Testhosp. UKG,
UKG_TEST_TEST,NAME,u,Testdepartment - West Midlands (England),
UKG_TEST_TEST,SHORT_NAME,u,Testdep. UKG,
UKH,NAME,u,East of England,
UKH,SHORT_NAME,u,East of England,
UKH_TEST,NAME,u,Testhospital - East of England,
UKH_TEST,SHORT_NAME,u,Testhosp. UKH,
UKH_TEST_TEST,NAME,u,Testdepartment - East of England,
UKH_TEST_TEST,SHORT_NAME,u,Testdep. UKH,
UKI,NAME,u,London,
UKI,SHORT_NAME,u,London,
UKI_TEST,NAME,u,Testhospital - London,
UKI_TEST,SHORT_NAME,u,Testhosp. UKI,
UKI_TEST_TEST,NAME,u,Testdepartment - London,
UKI_TEST_TEST,SHORT_NAME,u,Testdep. UKI,
UKJ,NAME,u,South East (England),
UKJ,SHORT_NAME,u,South East (England),
UKJ_TEST,NAME,u,Testhospital - South East (England),
UKJ_TEST,SHORT_NAME,u,Testhosp. UKJ,
UKJ_TEST_TEST,NAME,u,Testdepartment - South East (England),
UKJ_TEST_TEST,SHORT_NAME,u,Testdep. UKJ,
UKK,NAME,u,South West (England),
UKK,SHORT_NAME,u,South West (England),
UKK_TEST,NAME,u,Testhospital - South West (England),
UKK_TEST,SHORT_NAME,u,Testhosp. UKK,
UKK_TEST_TEST,NAME,u,Testdepartment - South West (England),
UKK_TEST_TEST,SHORT_NAME,u,Testdep. UKK,
UKL,NAME,u,Wales,
UKL,SHORT_NAME,u,Wales,
UKL_TEST,NAME,u,Testhospital - Wales,
UKL_TEST,SHORT_NAME,u,Testhosp. UKL,
UKL_TEST_TEST,NAME,u,Testdepartment - Wales,
UKL_TEST_TEST,SHORT_NAME,u,Testdep. UKL,
UKM,NAME,u,Scotland,
UKM,SHORT_NAME,u,Scotland,
UKM_TEST,NAME,u,Testhospital - Scotland,
UKM_TEST,SHORT_NAME,u,Testhosp. UKM,
UKM_TEST_TEST,NAME,u,Testdepartment - Scotland,
UKM_TEST_TEST,SHORT_NAME,u,Testdep. UKM,
UKN,NAME,u,Northern Ireland,
UKN,SHORT_NAME,u,Northern Ireland,
UKN_TEST,NAME,u,Testhospital - Northern Ireland,
UKN_TEST,SHORT_NAME,u,Testhosp. UKN,
UKN_TEST_TEST,NAME,u,Testdepartment - Northern Ireland,
UKN_TEST_TEST,SHORT_NAME,u,Testdep. UKN,
ZA_EC,NAME,u,Eastern Cape,
ZA_EC,SHORT_NAME,u,Eastern Cape,
ZA_EC_TEST,NAME,u,Testhospital - Eastern Cape,
ZA_EC_TEST,SHORT_NAME,u,Testhosp. ZA_EC,
ZA_EC_TEST_TEST,NAME,u,Testdepartment - Eastern Cape,
ZA_EC_TEST_TEST,SHORT_NAME,u,Testdep. ZA_EC,
ZA_FS,NAME,u,Free State,
ZA_FS,SHORT_NAME,u,Free State,
ZA_FS_TEST,NAME,u,Testhospital - Free State,
ZA_FS_TEST,SHORT_NAME,u,Testhosp. ZA_FS,
ZA_FS_TEST_TEST,NAME,u,Testdepartment - Free State,
ZA_FS_TEST_TEST,SHORT_NAME,u,Testdep. ZA_FS,
ZA_GP,NAME,u,Gauteng,
ZA_GP,SHORT_NAME,u,Gauteng,
ZA_GP_TEST,NAME,u,Testhospital - Gauteng,
ZA_GP_TEST,SHORT_NAME,u,Testhosp. ZA_GP,
ZA_GP_TEST_TEST,NAME,u,Testdepartment - Gauteng,
ZA_GP_TEST_TEST,SHORT_NAME,u,Testdep. ZA_GP,
ZA_KZN,NAME,u,KwaZulu-Natal,
ZA_KZN,SHORT_NAME,u,KwaZulu-Natal,
ZA_KZN_TEST,NAME,u,Testhospital - KwaZulu-Natal,
ZA_KZN_TEST,SHORT_NAME,u,Testhosp. ZA_KZN,
ZA_KZN_TEST_TEST,NAME,u,Testdepartment - KwaZulu-Natal,
ZA_KZN_TEST_TEST,SHORT_NAME,u,Testdep. ZA_KZN,
ZA_LP,NAME,u,Limpopo,
ZA_LP,SHORT_NAME,u,Limpopo,
ZA_LP_TEST,NAME,u,Testhospital - Limpopo,
ZA_LP_TEST,SHORT_NAME,u,Testhosp. ZA_LP,
ZA_LP_TEST_TEST,NAME,u,Testdepartment - Limpopo,
ZA_LP_TEST_TEST,SHORT_NAME,u,Testdep. ZA_LP,
ZA_MP,NAME,u,Mpumalanga,
ZA_MP,SHORT_NAME,u,Mpumalanga,
ZA_MP_TEST,NAME,u,Testhospital - Mpumalanga,
ZA_MP_TEST,SHORT_NAME,u,Testhosp. ZA_MP,
ZA_MP_TEST_TEST,NAME,u,Testdepartment - Mpumalanga,
ZA_MP_TEST_TEST,SHORT_NAME,u,Testdep. ZA_MP,
ZA_NC,NAME,u,Northern Cape,
ZA_NC,SHORT_NAME,u,Northern Cape,
ZA_NC_TEST,NAME,u,Testhospital - Northern Cape,
ZA_NC_TEST,SHORT_NAME,u,Testhosp. ZA_NC,
ZA_NC_TEST_TEST,NAME,u,Testdepartment - Northern Cape,
ZA_NC_TEST_TEST,SHORT_NAME,u,Testdep. ZA_NC,
ZA_NW,NAME,u,North West,
ZA_NW,SHORT_NAME,u,North West,
ZA_NW_TEST,NAME,u,Testhospital - North West,
ZA_NW_TEST,SHORT_NAME,u,Testhosp. ZA_NW,
ZA_NW_TEST_TEST,NAME,u,Testdepartment - North West,
ZA_NW_TEST_TEST,SHORT_NAME,u,Testdep. ZA_NW,
ZA_WC,NAME,u,Western Cape,
ZA_WC,SHORT_NAME,u,Western Cape,
ZA_WC_TEST,NAME,u,Testhospital - Western Cape,
ZA_WC_TEST,SHORT_NAME,u,Testhosp. ZA_WC,
ZA_WC_TEST_TEST,NAME,u,Testdepartment - Western Cape,
ZA_WC_TEST_TEST,SHORT_NAME,u,Testdep. ZA_WC,
