code,property,needs_translation,default,translated
NL1,NAME,t,Noord-Nederland,North Netherlands
NL1,SHORT_NAME,t,Noord-Nederland,North Netherlands
NL1_TEST,NAME,t,Testhospital - Noord-Nederland,Testhospital - North Netherlands
NL1_TEST,SHORT_NAME,f,Testhosp. NL1,
NL1_TEST_TEST,NAME,t,Testdepartment - Noord-Nederland,Testdepartment - North Netherlands
NL1_TEST_TEST,SHORT_NAME,f,Testdep. NL1,
NL2,NAME,t,Oost-Nederland,East Netherlands
NL2,SHORT_NAME,t,Oost-Nederland,East Netherlands
NL2_TEST,NAME,t,Testhospital - Oost-Nederland,Testhospital - East Netherlands
NL2_TEST,SHORT_NAME,f,Testhosp. NL2,
NL2_TEST_TEST,NAME,t,Testdepartment - Oost-Nederland,Testdepartment - East Netherlands
NL2_TEST_TEST,SHORT_NAME,f,Testdep. NL2,
NL3,NAME,t,West-Nederland,West Netherlands
NL3,SHORT_NAME,t,West-Nederland,West Netherlands
NL3_TEST,NAME,t,Testhospital - West-Nederland,Testhospital - West Netherlands
NL3_TEST,SHORT_NAME,f,Testhosp. NL3,
NL3_TEST_TEST,NAME,t,Testdepartment - West-Nederland,Testdepartment - West Netherlands
NL3_TEST_TEST,SHORT_NAME,f,Testdep. NL3,
NL4,NAME,t,Zuid-Nederland,South Netherlands
NL4,SHORT_NAME,t,Zuid-Nederland,South Netherlands
NL4_TEST,NAME,t,Testhospital - Zuid-Nederland,Testhospital - South Netherlands
NL4_TEST,SHORT_NAME,f,Testhosp. NL4,
NL4_TEST_TEST,NAME,t,Testdepartment - Zuid-Nederland,Testdepartment - South Netherlands
NL4_TEST_TEST,SHORT_NAME,f,Testdep. NL4,
NO_TEST,NAME,t,Testhospital - Norge,Testhospital - Norway
NO_TEST,SHORT_NAME,f,Testhosp. NO,
NO_TEST_TEST,NAME,t,Testdepartment - Norge,Testdepartment - Norway
NO_TEST_TEST,SHORT_NAME,f,Testdep. NO,
PL2,NAME,t,Makroregion południowy,South Macroregion
PL2,SHORT_NAME,t,Makroregion południowy,South Macroregion
PL2_TEST,NAME,t,Testhospital - Makroregion południowy,Testhospital - South Macroregion
PL2_TEST,SHORT_NAME,f,Testhosp. PL2,
PL2_TEST_TEST,NAME,t,Testdepartment - Makroregion południowy,Testdepartment - South Macroregion
PL2_TEST_TEST,SHORT_NAME,f,Testdep. PL2,
PL4,NAME,t,Makroregion północno-zachodni,North-west Macroregion
PL4,SHORT_NAME,t,Makroregion północno-zachodni,North-west Macroregion
PL4_TEST,NAME,t,Testhospital - Makroregion północno-zachodni,Testhospital - North-west Macroregion
PL4_TEST,SHORT_NAME,f,Testhosp. PL4,
PL4_TEST_TEST,NAME,t,Testdepartment - Makroregion północno-zachodni,Testdepartment - North-west Macroregion
PL4_TEST_TEST,SHORT_NAME,f,Testdep. PL4,
PL5,NAME,t,Makroregion południowo-zachodni,South-west Macroregion
PL5,SHORT_NAME,t,Makroregion południowo-zachodni,South-west Macroregion
PL5_TEST,NAME,t,Testhospital - Makroregion południowo-zachodni,Testhospital - South-west Macroregion
PL5_TEST,SHORT_NAME,f,Testhosp. PL5,
PL5_TEST_TEST,NAME,t,Testdepartment - Makroregion południowo-zachodni,Testdepartment - South-west Macroregion
PL5_TEST_TEST,SHORT_NAME,f,Testdep. PL5,
PL6,NAME,t,Makroregion północny,North Macroregion
PL6,SHORT_NAME,t,Makroregion północny,North Macroregion
PL6_TEST,NAME,t,Testhospital - Makroregion północny,Testhospital - North Macroregion
PL6_TEST,SHORT_NAME,f,Testhosp. PL6,
PL6_TEST_TEST,NAME,t,Testdepartment - Makroregion północny,Testdepartment - North Macroregion
PL6_TEST_TEST,SHORT_NAME,f,Testdep. PL6,
PL7,NAME,t,Makroregion centralny,Central Macroregion
PL7,SHORT_NAME,t,Makroregion centralny,Central Macroregion
PL7_TEST,NAME,t,Testhospital - Makroregion centralny,Testhospital - Central Macroregion
PL7_TEST,SHORT_NAME,f,Testhosp. PL7,
PL7_TEST_TEST,NAME,t,Testdepartment - Makroregion centralny,Testdepartment - Central Macroregion
PL7_TEST_TEST,SHORT_NAME,f,Testdep. PL7,
PL8,NAME,t,Makroregion wschodni,East Macroregion
PL8,SHORT_NAME,t,Makroregion wschodni,East Macroregion
PL8_TEST,NAME,t,Testhospital - Makroregion wschodni,Testhospital - East Macroregion
PL8_TEST,SHORT_NAME,f,Testhosp. PL8,
PL8_TEST_TEST,NAME,t,Testdepartment - Makroregion wschodni,Testdepartment - East Macroregion
PL8_TEST_TEST,SHORT_NAME,f,Testdep. PL8,
PL9,NAME,t,Makroregion województwo mazowieckie,Masovian Macroregion
PL9,SHORT_NAME,t,Makroregion województwo mazowieckie,Masovian Macroregion
PL9_TEST,NAME,t,Testhospital - Makroregion województwo mazowieckie,Testhospital - Masovian Macroregion
PL9_TEST,SHORT_NAME,f,Testhosp. PL9,
PL9_TEST_TEST,NAME,t,Testdepartment - Makroregion województwo mazowieckie,Testdepartment - Masovian Macroregion
PL9_TEST_TEST,SHORT_NAME,f,Testdep. PL9,
PT1,NAME,t,Continente,Continental Portugal
PT1,SHORT_NAME,t,Continente,Continental Portugal
PT1_TEST,NAME,t,Testhospital - Continente,Testhospital - Continental Portugal
PT1_TEST,SHORT_NAME,f,Testhosp. PT1,
PT1_TEST_TEST,NAME,t,Testdepartment - Continente,Testdepartment - Continental Portugal
PT1_TEST_TEST,SHORT_NAME,f,Testdep. PT1,
PT2,NAME,t,Região Autónoma dos Açores,Azores
PT2,SHORT_NAME,t,Região Autónoma dos Açores,Azores
PT2_TEST,NAME,t,Testhospital - Região Autónoma dos Açores,Testhospital - Azores
PT2_TEST,SHORT_NAME,f,Testhosp. PT2,
PT2_TEST_TEST,NAME,t,Testdepartment - Região Autónoma dos Açores,Testdepartment - Azores
PT2_TEST_TEST,SHORT_NAME,f,Testdep. PT2,
PT3,NAME,t,Região Autónoma da Madeira,Madeira
PT3,SHORT_NAME,t,Região Autónoma da Madeira,Madeira
PT3_TEST,NAME,t,Testhospital - Região Autónoma da Madeira,Testhospital - Madeira
PT3_TEST,SHORT_NAME,f,Testhosp. PT3,
PT3_TEST_TEST,NAME,t,Testdepartment - Região Autónoma da Madeira,Testdepartment - Madeira
PT3_TEST_TEST,SHORT_NAME,f,Testdep. PT3,
RO1,NAME,t,Macroregiunea Unu,Macroregion One
RO1,SHORT_NAME,t,Macroregiunea Unu,Macroregion One
RO1_TEST,NAME,t,Testhospital - Macroregiunea Unu,Testhospital - Macroregion One
RO1_TEST,SHORT_NAME,f,Testhosp. RO1,
RO1_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Unu,Testdepartment - Macroregion One
RO1_TEST_TEST,SHORT_NAME,f,Testdep. RO1,
RO2,NAME,t,Macroregiunea Doi,Macroregion Two
RO2,SHORT_NAME,t,Macroregiunea Doi,Macroregion Two
RO2_TEST,NAME,t,Testhospital - Macroregiunea Doi,Testhospital - Macroregion Two
RO2_TEST,SHORT_NAME,f,Testhosp. RO2,
RO2_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Doi,Testdepartment - Macroregion Two
RO2_TEST_TEST,SHORT_NAME,f,Testdep. RO2,
RO3,NAME,t,Macroregiunea Trei,Macroregion Three
RO3,SHORT_NAME,t,Macroregiunea Trei,Macroregion Three
RO3_TEST,NAME,t,Testhospital - Macroregiunea Trei,Testhospital - Macroregion Three
RO3_TEST,SHORT_NAME,f,Testhosp. RO3,
RO3_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Trei,Testdepartment - Macroregion Three
RO3_TEST_TEST,SHORT_NAME,f,Testdep. RO3,
RO4,NAME,t,Macroregiunea Patru,Macroregion Four
RO4,SHORT_NAME,t,Macroregiunea Patru,Macroregion Four
RO4_TEST,NAME,t,Testhospital - Macroregiunea Patru,Testhospital - Macroregion Four
RO4_TEST,SHORT_NAME,f,Testhosp. RO4,
RO4_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Patru,Testdepartment - Macroregion Four
RO4_TEST_TEST,SHORT_NAME,f,Testdep. RO4,
RS1,NAME,t,Србија - север [Serbia - sever],Serbia - north
RS1,SHORT_NAME,t,Србија - север,Serbia - north
RS1_TEST,NAME,t,Testhospital - Србија - север,Testhospital - Serbia - sever
RS1_TEST,SHORT_NAME,f,Testhosp. RS1,
RS1_TEST_TEST,NAME,t,Testdepartment - Србија - север,Testdepartment - Serbia - sever
RS1_TEST_TEST,SHORT_NAME,f,Testdep. RS1,
RS2,NAME,t,Србија - југ [Serbia - jug],Serbia - south
RS2,SHORT_NAME,t,Србија - југ,Serbia - south
RS2_TEST,NAME,t,Testhospital - Србија - југ,Testhospital - Serbia - jug 
RS2_TEST,SHORT_NAME,f,Testhosp. RS2,
RS2_TEST_TEST,NAME,t,Testdepartment - Србија - југ,Testdepartment - Serbia - jug 
RS2_TEST_TEST,SHORT_NAME,f,Testdep. RS2,
SE1,NAME,t,Östra Sverige,East Sweden
SE1,SHORT_NAME,t,Östra Sverige,East Sweden
SE1_TEST,NAME,t,Testhospital - Östra Sverige,Testhospital - East Sweden
SE1_TEST,SHORT_NAME,f,Testhosp. SE1,
SE1_TEST_TEST,NAME,t,Testdepartment - Östra Sverige,Testdepartment - East Sweden
SE1_TEST_TEST,SHORT_NAME,f,Testdep. SE1,
SE2,NAME,t,Södra Sverige,South Sweden
SE2,SHORT_NAME,t,Södra Sverige,South Sweden
SE2_TEST,NAME,t,Testhospital - Södra Sverige,Testhospital - South Sweden
SE2_TEST,SHORT_NAME,f,Testhosp. SE2,
SE2_TEST_TEST,NAME,t,Testdepartment - Södra Sverige,Testdepartment - South Sweden
SE2_TEST_TEST,SHORT_NAME,f,Testdep. SE2,
SE3,NAME,t,Norra Sverige,North Sweden
SE3,SHORT_NAME,t,Norra Sverige,North Sweden
SE3_TEST,NAME,t,Testhospital - Norra Sverige,Testhospital - North Sweden
SE3_TEST,SHORT_NAME,f,Testhosp. SE3,
SE3_TEST_TEST,NAME,t,Testdepartment - Norra Sverige,Testdepartment - North Sweden
SE3_TEST_TEST,SHORT_NAME,f,Testdep. SE3,
SI_TEST,NAME,t,Testhospital - Slovenija,Testhospital - Slovenia
SI_TEST,SHORT_NAME,f,Testhosp. SI,
SI_TEST_TEST,NAME,t,Testdepartment - Slovenija,Testdepartment - Slovenia
SI_TEST_TEST,SHORT_NAME,f,Testdep. SI,
SK_TEST,NAME,t,Testhospital - Slovensko,Testhospital - Slovakia
SK_TEST,SHORT_NAME,f,Testhosp. SK,
SK_TEST_TEST,NAME,t,Testdepartment - Slovensko,Testdepartment - Slovakia
SK_TEST_TEST,SHORT_NAME,f,Testdep. SK,
TR1,NAME,t,İstanbul,Istanbul Region
TR1,SHORT_NAME,t,İstanbul,Istanbul Region
TR1_TEST,NAME,t,Testhospital - İstanbul,Testhospital - Istanbul Region
TR1_TEST,SHORT_NAME,f,Testhosp. TR1,
TR1_TEST_TEST,NAME,t,Testdepartment - İstanbul,Testdepartment - Istanbul Region
TR1_TEST_TEST,SHORT_NAME,f,Testdep. TR1,
TR2,NAME,t,Batı Marmara,West Marmara Region
TR2,SHORT_NAME,t,Batı Marmara,West Marmara Region
TR2_TEST,NAME,t,Testhospital - Batı Marmara,Testhospital - West Marmara Region
TR2_TEST,SHORT_NAME,f,Testhosp. TR2,
TR2_TEST_TEST,NAME,t,Testdepartment - Batı Marmara,Testdepartment - West Marmara Region
TR2_TEST_TEST,SHORT_NAME,f,Testdep. TR2,
TR3,NAME,t,Ege,Aegean Region
TR3,SHORT_NAME,t,Ege,Aegean Region
TR3_TEST,NAME,t,Testhospital - Ege,Testhospital - Aegean Region
TR3_TEST,SHORT_NAME,f,Testhosp. TR3,
TR3_TEST_TEST,NAME,t,Testdepartment - Ege,Testdepartment - Aegean Region
TR3_TEST_TEST,SHORT_NAME,f,Testdep. TR3,
TR4,NAME,t,Doğu Marmara,East Marmara Region
TR4,SHORT_NAME,t,Doğu Marmara,East Marmara Region
TR4_TEST,NAME,t,Testhospital - Doğu Marmara,Testhospital - East Marmara Region
TR4_TEST,SHORT_NAME,f,Testhosp. TR4,
TR4_TEST_TEST,NAME,t,Testdepartment - Doğu Marmara,Testdepartment - East Marmara Region
TR4_TEST_TEST,SHORT_NAME,f,Testdep. TR4,
TR5,NAME,t,Batı Anadolu,West Anatolia Region
TR5,SHORT_NAME,t,Batı Anadolu,West Anatolia Region
TR5_TEST,NAME,t,Testhospital - Batı Anadolu,Testhospital - West Anatolia Region
TR5_TEST,SHORT_NAME,f,Testhosp. TR5,
TR5_TEST_TEST,NAME,t,Testdepartment - Batı Anadolu,Testdepartment - West Anatolia Region
TR5_TEST_TEST,SHORT_NAME,f,Testdep. TR5,
TR6,NAME,t,Akdeniz,Mediterranean Region
TR6,SHORT_NAME,t,Akdeniz,Mediterranean Region
TR6_TEST,NAME,t,Testhospital - Akdeniz,Testhospital - Mediterranean Region
TR6_TEST,SHORT_NAME,f,Testhosp. TR6,
TR6_TEST_TEST,NAME,t,Testdepartment - Akdeniz,Testdepartment - Mediterranean Region
TR6_TEST_TEST,SHORT_NAME,f,Testdep. TR6,
TR7,NAME,t,Orta Anadolu,Central Anatolia Region
TR7,SHORT_NAME,t,Orta Anadolu,Central Anatolia Region
TR7_TEST,NAME,t,Testhospital - Orta Anadolu,Testhospital - Central Anatolia Region
TR7_TEST,SHORT_NAME,f,Testhosp. TR7,
TR7_TEST_TEST,NAME,t,Testdepartment - Orta Anadolu,Testdepartment - Central Anatolia Region
TR7_TEST_TEST,SHORT_NAME,f,Testdep. TR7,
TR8,NAME,t,Batı Karadeniz,West Black Sea Region
TR8,SHORT_NAME,t,Batı Karadeniz,West Black Sea Region
TR8_TEST,NAME,t,Testhospital - Batı Karadeniz,Testhospital - West Black Sea Region
TR8_TEST,SHORT_NAME,f,Testhosp. TR8,
TR8_TEST_TEST,NAME,t,Testdepartment - Batı Karadeniz,Testdepartment - West Black Sea Region
TR8_TEST_TEST,SHORT_NAME,f,Testdep. TR8,
TR9,NAME,t,Doğu Karadeniz,East Black Sea Region
TR9,SHORT_NAME,t,Doğu Karadeniz,East Black Sea Region
TR9_TEST,NAME,t,Testhospital - Doğu Karadeniz,Testhospital - East Black Sea Region
TR9_TEST,SHORT_NAME,f,Testhosp. TR9,
TR9_TEST_TEST,NAME,t,Testdepartment - Doğu Karadeniz,Testdepartment - East Black Sea Region
TR9_TEST_TEST,SHORT_NAME,f,Testdep. TR9,
TRA,NAME,t,Kuzeydoğu Anadolu,Northeast Anatolia Region
TRA,SHORT_NAME,t,Kuzeydoğu Anadolu,Northeast Anatolia Region
TRA_TEST,NAME,t,Testhospital - Kuzeydoğu Anadolu,Testhospital - Northeast Anatolia Region
TRA_TEST,SHORT_NAME,f,Testhosp. TRA,
TRA_TEST_TEST,NAME,t,Testdepartment - Kuzeydoğu Anadolu,Testdepartment - Northeast Anatolia Region
TRA_TEST_TEST,SHORT_NAME,f,Testdep. TRA,
TRB,NAME,t,Ortadoğu Anadolu,Central East Anatolia Region
TRB,SHORT_NAME,t,Ortadoğu Anadolu,Central East Anatolia Region
TRB_TEST,NAME,t,Testhospital - Ortadoğu Anadolu,Testhospital - Central East Anatolia Region
TRB_TEST,SHORT_NAME,f,Testhosp. TRB,
TRB_TEST_TEST,NAME,t,Testdepartment - Ortadoğu Anadolu,Testdepartment - Central East Anatolia Region
TRB_TEST_TEST,SHORT_NAME,f,Testdep. TRB,
TRC,NAME,t,Güneydoğu Anadolu,Southeast Anatolia Region
TRC,SHORT_NAME,t,Güneydoğu Anadolu,Southeast Anatolia Region
TRC_TEST,NAME,t,Testhospital - Güneydoğu Anadolu,Testhospital - Southeast Anatolia Region
TRC_TEST,SHORT_NAME,f,Testhosp. TRC,
TRC_TEST_TEST,NAME,t,Testdepartment - Güneydoğu Anadolu,Testdepartment - Southeast Anatolia Region
TRC_TEST_TEST,SHORT_NAME,f,Testdep. TRC,
UKC,NAME,f,North East (England),
UKC,SHORT_NAME,f,North East (England),
UKC_TEST,NAME,f,Testhospital - North East (England),
UKC_TEST,SHORT_NAME,f,Testhosp. UKC,
UKC_TEST_TEST,NAME,f,Testdepartment - North East (England),
UKC_TEST_TEST,SHORT_NAME,f,Testdep. UKC,
UKD,NAME,f,North West (England),
UKD,SHORT_NAME,f,North West (England),
UKD_TEST,NAME,f,Testhospital - North West (England),
UKD_TEST,SHORT_NAME,f,Testhosp. UKD,
UKD_TEST_TEST,NAME,f,Testdepartment - North West (England),
UKD_TEST_TEST,SHORT_NAME,f,Testdep. UKD,
UKE,NAME,f,Yorkshire and the Humber,
UKE,SHORT_NAME,f,Yorkshire and the Humber,
UKE_TEST,NAME,f,Testhospital - Yorkshire and the Humber,
UKE_TEST,SHORT_NAME,f,Testhosp. UKE,
UKE_TEST_TEST,NAME,f,Testdepartment - Yorkshire and the Humber,
UKE_TEST_TEST,SHORT_NAME,f,Testdep. UKE,
UKF,NAME,f,East Midlands (England),
UKF,SHORT_NAME,f,East Midlands (England),
UKF_TEST,NAME,f,Testhospital - East Midlands (England),
UKF_TEST,SHORT_NAME,f,Testhosp. UKF,
UKF_TEST_TEST,NAME,f,Testdepartment - East Midlands (England),
UKF_TEST_TEST,SHORT_NAME,f,Testdep. UKF,
UKG,NAME,f,West Midlands (England),
UKG,SHORT_NAME,f,West Midlands (England),
UKG_TEST,NAME,f,Testhospital - West Midlands (England),
UKG_TEST,SHORT_NAME,f,Testhosp. UKG,
UKG_TEST_TEST,NAME,f,Testdepartment - West Midlands (England),
UKG_TEST_TEST,SHORT_NAME,f,Testdep. UKG,
UKH,NAME,f,East of England,
UKH,SHORT_NAME,f,East of England,
UKH_TEST,NAME,f,Testhospital - East of England,
UKH_TEST,SHORT_NAME,f,Testhosp. UKH,
UKH_TEST_TEST,NAME,f,Testdepartment - East of England,
UKH_TEST_TEST,SHORT_NAME,f,Testdep. UKH,
UKI,NAME,f,London,
UKI,SHORT_NAME,f,London,
UKI_TEST,NAME,f,Testhospital - London,
UKI_TEST,SHORT_NAME,f,Testhosp. UKI,
UKI_TEST_TEST,NAME,f,Testdepartment - London,
UKI_TEST_TEST,SHORT_NAME,f,Testdep. UKI,
UKJ,NAME,f,South East (England),
UKJ,SHORT_NAME,f,South East (England),
UKJ_TEST,NAME,f,Testhospital - South East (England),
UKJ_TEST,SHORT_NAME,f,Testhosp. UKJ,
UKJ_TEST_TEST,NAME,f,Testdepartment - South East (England),
UKJ_TEST_TEST,SHORT_NAME,f,Testdep. UKJ,
UKK,NAME,f,South West (England),
UKK,SHORT_NAME,f,South West (England),
UKK_TEST,NAME,f,Testhospital - South West (England),
UKK_TEST,SHORT_NAME,f,Testhosp. UKK,
UKK_TEST_TEST,NAME,f,Testdepartment - South West (England),
UKK_TEST_TEST,SHORT_NAME,f,Testdep. UKK,
UKL,NAME,f,Wales,
UKL,SHORT_NAME,f,Wales,
UKL_TEST,NAME,f,Testhospital - Wales,
UKL_TEST,SHORT_NAME,f,Testhosp. UKL,
UKL_TEST_TEST,NAME,f,Testdepartment - Wales,
UKL_TEST_TEST,SHORT_NAME,f,Testdep. UKL,
UKM,NAME,f,Scotland,
UKM,SHORT_NAME,f,Scotland,
UKM_TEST,NAME,f,Testhospital - Scotland,
UKM_TEST,SHORT_NAME,f,Testhosp. UKM,
UKM_TEST_TEST,NAME,f,Testdepartment - Scotland,
UKM_TEST_TEST,SHORT_NAME,f,Testdep. UKM,
UKN,NAME,f,Northern Ireland,
UKN,SHORT_NAME,f,Northern Ireland,
UKN_TEST,NAME,f,Testhospital - Northern Ireland,
UKN_TEST,SHORT_NAME,f,Testhosp. UKN,
UKN_TEST_TEST,NAME,f,Testdepartment - Northern Ireland,
UKN_TEST_TEST,SHORT_NAME,f,Testdep. UKN,
ZA_EC,NAME,f,Eastern Cape,
ZA_EC,SHORT_NAME,f,Eastern Cape,
ZA_EC_TEST,NAME,f,Testhospital - Eastern Cape,
ZA_EC_TEST,SHORT_NAME,f,Testhosp. ZA_EC,
ZA_EC_TEST_TEST,NAME,f,Testdepartment - Eastern Cape,
ZA_EC_TEST_TEST,SHORT_NAME,f,Testdep. ZA_EC,
ZA_FS,NAME,f,Free State,
ZA_FS,SHORT_NAME,f,Free State,
ZA_FS_TEST,NAME,f,Testhospital - Free State,
ZA_FS_TEST,SHORT_NAME,f,Testhosp. ZA_FS,
ZA_FS_TEST_TEST,NAME,f,Testdepartment - Free State,
ZA_FS_TEST_TEST,SHORT_NAME,f,Testdep. ZA_FS,
ZA_GP,NAME,f,Gauteng,
ZA_GP,SHORT_NAME,f,Gauteng,
ZA_GP_TEST,NAME,f,Testhospital - Gauteng,
ZA_GP_TEST,SHORT_NAME,f,Testhosp. ZA_GP,
ZA_GP_TEST_TEST,NAME,f,Testdepartment - Gauteng,
ZA_GP_TEST_TEST,SHORT_NAME,f,Testdep. ZA_GP,
ZA_KZN,NAME,f,KwaZulu-Natal,
ZA_KZN,SHORT_NAME,f,KwaZulu-Natal,
ZA_KZN_TEST,NAME,f,Testhospital - KwaZulu-Natal,
ZA_KZN_TEST,SHORT_NAME,f,Testhosp. ZA_KZN,
ZA_KZN_TEST_TEST,NAME,f,Testdepartment - KwaZulu-Natal,
ZA_KZN_TEST_TEST,SHORT_NAME,f,Testdep. ZA_KZN,
ZA_LP,NAME,f,Limpopo,
ZA_LP,SHORT_NAME,f,Limpopo,
ZA_LP_TEST,NAME,f,Testhospital - Limpopo,
ZA_LP_TEST,SHORT_NAME,f,Testhosp. ZA_LP,
ZA_LP_TEST_TEST,NAME,f,Testdepartment - Limpopo,
ZA_LP_TEST_TEST,SHORT_NAME,f,Testdep. ZA_LP,
ZA_MP,NAME,f,Mpumalanga,
ZA_MP,SHORT_NAME,f,Mpumalanga,
ZA_MP_TEST,NAME,f,Testhospital - Mpumalanga,
ZA_MP_TEST,SHORT_NAME,f,Testhosp. ZA_MP,
ZA_MP_TEST_TEST,NAME,f,Testdepartment - Mpumalanga,
ZA_MP_TEST_TEST,SHORT_NAME,f,Testdep. ZA_MP,
ZA_NC,NAME,f,Northern Cape,
ZA_NC,SHORT_NAME,f,Northern Cape,
ZA_NC_TEST,NAME,f,Testhospital - Northern Cape,
ZA_NC_TEST,SHORT_NAME,f,Testhosp. ZA_NC,
ZA_NC_TEST_TEST,NAME,f,Testdepartment - Northern Cape,
ZA_NC_TEST_TEST,SHORT_NAME,f,Testdep. ZA_NC,
ZA_NW,NAME,f,North West,
ZA_NW,SHORT_NAME,f,North West,
ZA_NW_TEST,NAME,f,Testhospital - North West,
ZA_NW_TEST,SHORT_NAME,f,Testhosp. ZA_NW,
ZA_NW_TEST_TEST,NAME,f,Testdepartment - North West,
ZA_NW_TEST_TEST,SHORT_NAME,f,Testdep. ZA_NW,
ZA_WC,NAME,f,Western Cape,
ZA_WC,SHORT_NAME,f,Western Cape,
ZA_WC_TEST,NAME,f,Testhospital - Western Cape,
ZA_WC_TEST,SHORT_NAME,f,Testhosp. ZA_WC,
ZA_WC_TEST_TEST,NAME,f,Testdepartment - Western Cape,
ZA_WC_TEST_TEST,SHORT_NAME,f,Testdep. ZA_WC,
