code,property,needs_translation,default,translated
IS_TEST,SHORT_NAME,t,Testhosp. IS,Testkrh. IS
IS_TEST_TEST,NAME,t,Testdepartment - Ísland,Testabteilung - Island
IS_TEST_TEST,SHORT_NAME,t,Testdep. IS,Testabt. IS
ITC,NAME,t,Nord-Ovest,Nordwesten
ITC,SHORT_NAME,t,Nord-Ovest,Nordwesten
ITC_TEST,NAME,t,Testhospital - Nord-Ovest,Testkrankenhaus - Nordwesten
ITC_TEST,SHORT_NAME,t,Testhosp. ITC,Testkrh. ITC
ITC_TEST_TEST,NAME,t,Testdepartment - Nord-Ovest,Testabteilung - Nordwesten
ITC_TEST_TEST,SHORT_NAME,t,Testdep. ITC,Testabt. ITC
ITF,NAME,t,Sud,Süden
ITF,SHORT_NAME,t,Sud,Süden
ITF_TEST,NAME,t,Testhospital - Sud,Testkrankenhaus - Süden
ITF_TEST,SHORT_NAME,t,Testhosp. ITF,Testkrh. ITF
ITF_TEST_TEST,NAME,t,Testdepartment - Sud,Testabteilung - Süden
ITF_TEST_TEST,SHORT_NAME,t,Testdep. ITF,Testabt. ITF
ITG,NAME,t,Isole,Inseln
ITG,SHORT_NAME,t,Isole,Inseln
ITG_TEST,NAME,t,Testhospital - Isole,Testkrankenhaus - Inseln
ITG_TEST,SHORT_NAME,t,Testhosp. ITG,Testkrh. ITG
ITG_TEST_TEST,NAME,t,Testdepartment - Isole,Testabteilung - Inseln
ITG_TEST_TEST,SHORT_NAME,t,Testdep. ITG,Testabt. ITG
ITH,NAME,t,Nord-Est,Nordosten
ITH,SHORT_NAME,t,Nord-Est,Nordosten
ITH_TEST,NAME,t,Testhospital - Nord-Est,Testkrankenhaus - Nordosten
ITH_TEST,SHORT_NAME,t,Testhosp. ITH,Testkrh. ITH
ITH_TEST_TEST,NAME,t,Testdepartment - Nord-Est,Testabteilung - Nordosten
ITH_TEST_TEST,SHORT_NAME,t,Testdep. ITH,Testabt. ITH
ITI,NAME,t,Centro (IT),Mitte
ITI,SHORT_NAME,t,Centro (IT),Mitte
ITI_TEST,NAME,t,Testhospital - Centro (IT),Testkrankenhaus - Mitte
ITI_TEST,SHORT_NAME,t,Testhosp. ITI,Testkrh. ITI
ITI_TEST_TEST,NAME,t,Testdepartment - Centro (IT),Testabteilung - Mitte
ITI_TEST_TEST,SHORT_NAME,t,Testdep. ITI,Testabt. ITI
LI_TEST,NAME,t,Testhospital - Liechtenstein,Testkrankenhaus - Liechtenstein
LI_TEST,SHORT_NAME,t,Testhosp. LI,Testkrh. LI
LI_TEST_TEST,NAME,t,Testdepartment - Liechtenstein,Testabteilung - Liechtenstein
LI_TEST_TEST,SHORT_NAME,t,Testdep. LI,Testabt. LI
LT_TEST,NAME,t,Testhospital - Lietuva,Testkrankenhaus - Litauen
LT_TEST,SHORT_NAME,t,Testhosp. LT,Testkrh. LT
LT_TEST_TEST,NAME,t,Testdepartment - Lietuva,Testabteilung - Litauen
LT_TEST_TEST,SHORT_NAME,t,Testdep. LT,Testabt. LT
LU_TEST,NAME,t,Testhospital - Luxembourg,Testkrankenhaus - Luxemburg
LU_TEST,SHORT_NAME,t,Testhosp. LU,Testkrh. LU
LU_TEST_TEST,NAME,t,Testdepartment - Luxembourg,Testabteilung - Luxemburg
LU_TEST_TEST,SHORT_NAME,t,Testdep. LU,Testabt. LU
LV_TEST,NAME,t,Testhospital - Latvija,Testkrankenhaus - Lettland
LV_TEST,SHORT_NAME,t,Testhosp. LV,Testkrh. LV
LV_TEST_TEST,NAME,t,Testdepartment - Latvija,Testabteilung - Lettland
LV_TEST_TEST,SHORT_NAME,t,Testdep. LV,Testabt. LV
ME_TEST,NAME,t,Testhospital - Црна Гора,Testkrankenhaus - Montenegro
ME_TEST,SHORT_NAME,t,Testhosp. ME,Testkrh. ME
ME_TEST_TEST,NAME,t,Testdepartment - Црна Гора,Testabteilung - Montenegro
ME_TEST_TEST,SHORT_NAME,t,Testdep. ME,Testabt. ME
MK_TEST,NAME,t,Testhospital - Северна Македонија,Testkrankenhaus - Nordmazedonien
MK_TEST,SHORT_NAME,t,Testhosp. MK,Testkrh. MK
MK_TEST_TEST,NAME,t,Testdepartment - Северна Македонија,Testabteilung - Nordmazedonien
MK_TEST_TEST,SHORT_NAME,t,Testdep. MK,Testabt. MK
MT_TEST,NAME,t,Testhospital - Malta,Testkrankenhaus - Malta
MT_TEST,SHORT_NAME,t,Testhosp. MT,Testkrh. MT
MT_TEST_TEST,NAME,t,Testdepartment - Malta,Testabteilung - Malta
MT_TEST_TEST,SHORT_NAME,t,Testdep. MT,Testabt. MT
NL1,NAME,t,Noord-Nederland,Nord-Niederlande
NL1,SHORT_NAME,t,Noord-Nederland,Nord-Niederlande
NL1_TEST,NAME,t,Testhospital - Noord-Nederland,Testkrankenhaus - Nord-Niederlande
NL1_TEST,SHORT_NAME,t,Testhosp. NL1,Testkrh. NL1
NL1_TEST_TEST,NAME,t,Testdepartment - Noord-Nederland,Testabteilung - Nord-Niederlande
NL1_TEST_TEST,SHORT_NAME,t,Testdep. NL1,Testabt. NL1
NL2,NAME,t,Oost-Nederland,Ost-Niederlande
NL2,SHORT_NAME,t,Oost-Nederland,Ost-Niederlande
NL2_TEST,NAME,t,Testhospital - Oost-Nederland,Testkrankenhaus - Ost-Niederlande
NL2_TEST,SHORT_NAME,t,Testhosp. NL2,Testkrh. NL2
NL2_TEST_TEST,NAME,t,Testdepartment - Oost-Nederland,Testabteilung - Ost-Niederlande
NL2_TEST_TEST,SHORT_NAME,t,Testdep. NL2,Testabt. NL2
NL3,NAME,t,West-Nederland,West-Niederlande
NL3,SHORT_NAME,t,West-Nederland,West-Niederlande
NL3_TEST,NAME,t,Testhospital - West-Nederland,Testkrankenhaus - West-Niederlande
NL3_TEST,SHORT_NAME,t,Testhosp. NL3,Testkrh. NL3
NL3_TEST_TEST,NAME,t,Testdepartment - West-Nederland,Testabteilung - West-Niederlande
NL3_TEST_TEST,SHORT_NAME,t,Testdep. NL3,Testabt. NL3
NL4,NAME,t,Zuid-Nederland,Süd-Niederlande
NL4,SHORT_NAME,t,Zuid-Nederland,Süd-Niederlande
NL4_TEST,NAME,t,Testhospital - Zuid-Nederland,Testkrankenhaus - Süd-Niederlande
NL4_TEST,SHORT_NAME,t,Testhosp. NL4,Testkrh. NL4
NL4_TEST_TEST,NAME,t,Testdepartment - Zuid-Nederland,Testabteilung - Süd-Niederlande
NL4_TEST_TEST,SHORT_NAME,t,Testdep. NL4,Testabt. NL4
NO_TEST,NAME,t,Testhospital - Norge,Testkrankenhaus - Norwegen
NO_TEST,SHORT_NAME,t,Testhosp. NO,Testkrh. NO
NO_TEST_TEST,NAME,t,Testdepartment - Norge,Testabteilung - Norwegen
NO_TEST_TEST,SHORT_NAME,t,Testdep. NO,Testabt. NO
PL2,NAME,f,Makroregion południowy,
PL2,SHORT_NAME,f,Makroregion południowy,
PL2_TEST,NAME,t,Testhospital - Makroregion południowy,Testkrankenhaus - Makroregion południowy
PL2_TEST,SHORT_NAME,t,Testhosp. PL2,Testkrh. PL2
PL2_TEST_TEST,NAME,t,Testdepartment - Makroregion południowy,Testabteilung - Makroregion południowy
PL2_TEST_TEST,SHORT_NAME,t,Testdep. PL2,Testabt. PL2
PL4,NAME,f,Makroregion północno-zachodni,
PL4,SHORT_NAME,f,Makroregion północno-zachodni,
PL4_TEST,NAME,t,Testhospital - Makroregion północno-zachodni,Testkrankenhaus - Makroregion północno-zachodni
PL4_TEST,SHORT_NAME,t,Testhosp. PL4,Testkrh. PL4
PL4_TEST_TEST,NAME,t,Testdepartment - Makroregion północno-zachodni,Testabteilung - Makroregion północno-zachodni
PL4_TEST_TEST,SHORT_NAME,t,Testdep. PL4,Testabt. PL4
PL5,NAME,f,Makroregion południowo-zachodni,
PL5,SHORT_NAME,f,Makroregion południowo-zachodni,
PL5_TEST,NAME,t,Testhospital - Makroregion południowo-zachodni,Testkrankenhaus - Makroregion południowo-zachodni
PL5_TEST,SHORT_NAME,t,Testhosp. PL5,Testkrh. PL5
PL5_TEST_TEST,NAME,t,Testdepartment - Makroregion południowo-zachodni,Testabteilung - Makroregion południowo-zachodni
PL5_TEST_TEST,SHORT_NAME,t,Testdep. PL5,Testabt. PL5
PL6,NAME,f,Makroregion północny,
PL6,SHORT_NAME,f,Makroregion północny,
PL6_TEST,NAME,t,Testhospital - Makroregion północny,Testkrankenhaus - Makroregion północny
PL6_TEST,SHORT_NAME,t,Testhosp. PL6,Testkrh. PL6
PL6_TEST_TEST,NAME,t,Testdepartment - Makroregion północny,Testabteilung - Makroregion północny
PL6_TEST_TEST,SHORT_NAME,t,Testdep. PL6,Testabt. PL6
PL7,NAME,f,Makroregion centralny,
PL7,SHORT_NAME,f,Makroregion centralny,
PL7_TEST,NAME,t,Testhospital - Makroregion centralny,Testkrankenhaus - Makroregion centralny
PL7_TEST,SHORT_NAME,t,Testhosp. PL7,Testkrh. PL7
PL7_TEST_TEST,NAME,t,Testdepartment - Makroregion centralny,Testabteilung - Makroregion centralny
PL7_TEST_TEST,SHORT_NAME,t,Testdep. PL7,Testabt. PL7
PL8,NAME,f,Makroregion wschodni,
PL8,SHORT_NAME,f,Makroregion wschodni,
PL8_TEST,NAME,t,Testhospital - Makroregion wschodni,Testkrankenhaus - Makroregion wschodni
PL8_TEST,SHORT_NAME,t,Testhosp. PL8,Testkrh. PL8
PL8_TEST_TEST,NAME,t,Testdepartment - Makroregion wschodni,Testabteilung - Makroregion wschodni
PL8_TEST_TEST,SHORT_NAME,t,Testdep. PL8,Testabt. PL8
PL9,NAME,f,Makroregion województwo mazowieckie,
PL9,SHORT_NAME,f,Makroregion województwo mazowieckie,
PL9_TEST,NAME,t,Testhospital - Makroregion województwo mazowieckie,Testkrankenhaus - Makroregion województwo mazowieckie
PL9_TEST,SHORT_NAME,t,Testhosp. PL9,Testkrh. PL9
PL9_TEST_TEST,NAME,t,Testdepartment - Makroregion województwo mazowieckie,Testabteilung - Makroregion województwo mazowieckie
PL9_TEST_TEST,SHORT_NAME,t,Testdep. PL9,Testabt. PL9
PT1,NAME,t,Continente,Kontinentalportugal
PT1,SHORT_NAME,t,Continente,Kontinentalportugal
PT1_TEST,NAME,t,Testhospital - Continente,Testkrankenhaus - Kontinentalportugal
PT1_TEST,SHORT_NAME,t,Testhosp. PT1,Testkrh. PT1
PT1_TEST_TEST,NAME,t,Testdepartment - Continente,Testabteilung - Kontinentalportugal
PT1_TEST_TEST,SHORT_NAME,t,Testdep. PT1,Testabt. PT1
PT2,NAME,t,Região Autónoma dos Açores,Azoren
PT2,SHORT_NAME,t,Região Autónoma dos Açores,Azoren
PT2_TEST,NAME,t,Testhospital - Região Autónoma dos Açores,Testkrankenhaus - Azoren
PT2_TEST,SHORT_NAME,t,Testhosp. PT2,Testkrh. PT2
PT2_TEST_TEST,NAME,t,Testdepartment - Região Autónoma dos Açores,Testabteilung - Azoren
PT2_TEST_TEST,SHORT_NAME,t,Testdep. PT2,Testabt. PT2
PT3,NAME,t,Região Autónoma da Madeira,Madeira
PT3,SHORT_NAME,t,Região Autónoma da Madeira,Madeira
PT3_TEST,NAME,t,Testhospital - Região Autónoma da Madeira,Testkrankenhaus - Madeira
PT3_TEST,SHORT_NAME,t,Testhosp. PT3,Testkrh. PT3
PT3_TEST_TEST,NAME,t,Testdepartment - Região Autónoma da Madeira,Testabteilung - Madeira
PT3_TEST_TEST,SHORT_NAME,t,Testdep. PT3,Testabt. PT3
RO1,NAME,t,Macroregiunea Unu,Makroregion Eins
RO1,SHORT_NAME,t,Macroregiunea Unu,Makroregion Eins
RO1_TEST,NAME,t,Testhospital - Macroregiunea Unu,Testkrankenhaus - Makroregion Eins
RO1_TEST,SHORT_NAME,t,Testhosp. RO1,Testkrh. RO1
RO1_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Unu,Testabteilung - Makroregion Eins
RO1_TEST_TEST,SHORT_NAME,t,Testdep. RO1,Testabt. RO1
RO2,NAME,t,Macroregiunea Doi,Makroregion Zwei
RO2,SHORT_NAME,t,Macroregiunea Doi,Makroregion Zwei
RO2_TEST,NAME,t,Testhospital - Macroregiunea Doi,Testkrankenhaus - Makroregion Zwei
RO2_TEST,SHORT_NAME,t,Testhosp. RO2,Testkrh. RO2
RO2_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Doi,Testabteilung - Makroregion Zwei
RO2_TEST_TEST,SHORT_NAME,t,Testdep. RO2,Testabt. RO2
RO3,NAME,t,Macroregiunea Trei,Makroregion Drei
RO3,SHORT_NAME,t,Macroregiunea Trei,Makroregion Drei
RO3_TEST,NAME,t,Testhospital - Macroregiunea Trei,Testkrankenhaus - Makroregion Drei
RO3_TEST,SHORT_NAME,t,Testhosp. RO3,Testkrh. RO3
RO3_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Trei,Testabteilung - Makroregion Drei
RO3_TEST_TEST,SHORT_NAME,t,Testdep. RO3,Testabt. RO3
RO4,NAME,t,Macroregiunea Patru,Makroregion Vier
RO4,SHORT_NAME,t,Macroregiunea Patru,Makroregion Vier
RO4_TEST,NAME,t,Testhospital - Macroregiunea Patru,Testkrankenhaus - Makroregion Vier
RO4_TEST,SHORT_NAME,t,Testhosp. RO4,Testkrh. RO4
RO4_TEST_TEST,NAME,t,Testdepartment - Macroregiunea Patru,Testabteilung - Makroregion Vier
RO4_TEST_TEST,SHORT_NAME,t,Testdep. RO4,Testabt. RO4
RS1,NAME,t,Србија - север [Serbia - sever],Serbien - Norden
RS1,SHORT_NAME,t,Србија - север,Serbien - Norden
RS1_TEST,NAME,t,Testhospital - Србија - север,Testkrankenhaus - Serbien - Norden
RS1_TEST,SHORT_NAME,t,Testhosp. RS1,Testkrh. RS1
RS1_TEST_TEST,NAME,t,Testdepartment - Србија - север,Testabteilung - Serbien - Norden
RS1_TEST_TEST,SHORT_NAME,t,Testdep. RS1,Testabt. RS1
RS2,NAME,t,Србија - југ [Serbia - jug],Serbien - Süden
RS2,SHORT_NAME,t,Србија - југ,Serbien - Süden
RS2_TEST,NAME,t,Testhospital - Србија - југ,Testkrankenhaus - Serbien - Süden
RS2_TEST,SHORT_NAME,t,Testhosp. RS2,Testkrh. RS2
RS2_TEST_TEST,NAME,t,Testdepartment - Србија - југ,Testabteilung - Serbien - Süden
RS2_TEST_TEST,SHORT_NAME,t,Testdep. RS2,Testabt. RS2
SE1,NAME,t,Östra Sverige,Östliches Schweden
SE1,SHORT_NAME,t,Östra Sverige,Östliches Schweden
SE1_TEST,NAME,t,Testhospital - Östra Sverige,Testkrankenhaus - Östliches Schweden
SE1_TEST,SHORT_NAME,t,Testhosp. SE1,Testkrh. SE1
SE1_TEST_TEST,NAME,t,Testdepartment - Östra Sverige,Testabteilung - Östliches Schweden
SE1_TEST_TEST,SHORT_NAME,t,Testdep. SE1,Testabt. SE1
SE2,NAME,t,Södra Sverige,Südliches Schweden
SE2,SHORT_NAME,t,Södra Sverige,Südliches Schweden
SE2_TEST,NAME,t,Testhospital - Södra Sverige,Testkrankenhaus - Südliches Schweden
SE2_TEST,SHORT_NAME,t,Testhosp. SE2,Testkrh. SE2
SE2_TEST_TEST,NAME,t,Testdepartment - Södra Sverige,Testabteilung - Südliches Schweden
SE2_TEST_TEST,SHORT_NAME,t,Testdep. SE2,Testabt. SE2
SE3,NAME,t,Norra Sverige,Nördliches Schweden
SE3,SHORT_NAME,t,Norra Sverige,Nördliches Schweden
SE3_TEST,NAME,t,Testhospital - Norra Sverige,Testkrankenhaus - Nördliches Schweden
SE3_TEST,SHORT_NAME,t,Testhosp. SE3,Testkrh. SE3
SE3_TEST_TEST,NAME,t,Testdepartment - Norra Sverige,Testabteilung - Nördliches Schweden
SE3_TEST_TEST,SHORT_NAME,t,Testdep. SE3,Testabt. SE3
SI_TEST,NAME,t,Testhospital - Slovenija,Testkrankenhaus - Slowenien
SI_TEST,SHORT_NAME,t,Testhosp. SI,Testkrh. SI
SI_TEST_TEST,NAME,t,Testdepartment - Slovenija,Testabteilung - Slowenien
SI_TEST_TEST,SHORT_NAME,t,Testdep. SI,Testabt. SI
SK_TEST,NAME,t,Testhospital - Slovensko,Testkrankenhaus - Slowakei
SK_TEST,SHORT_NAME,t,Testhosp. SK,Testkrh. SK
SK_TEST_TEST,NAME,t,Testdepartment - Slovensko,Testabteilung - Slowakei
SK_TEST_TEST,SHORT_NAME,t,Testdep. SK,Testabt. SK
TR1,NAME,t,İstanbul,Istanbul
TR1,SHORT_NAME,t,İstanbul,Istanbul
TR1_TEST,NAME,t,Testhospital - İstanbul,Testkrankenhaus - Istanbul
TR1_TEST,SHORT_NAME,t,Testhosp. TR1,Testkrh. TR1
TR1_TEST_TEST,NAME,t,Testdepartment - İstanbul,Testabteilung - Istanbul
TR1_TEST_TEST,SHORT_NAME,t,Testdep. TR1,Testabt. TR1
TR2,NAME,t,Batı Marmara,West-Marmara
TR2,SHORT_NAME,t,Batı Marmara,West-Marmara
TR2_TEST,NAME,t,Testhospital - Batı Marmara,Testkrankenhaus - West-Marmara
TR2_TEST,SHORT_NAME,t,Testhosp. TR2,Testkrh. TR2
TR2_TEST_TEST,NAME,t,Testdepartment - Batı Marmara,Testabteilung - West-Marmara
TR2_TEST_TEST,SHORT_NAME,t,Testdep. TR2,Testabt. TR2
TR3,NAME,t,Ege,Ägäis
TR3,SHORT_NAME,t,Ege,Ägäis
TR3_TEST,NAME,t,Testhospital - Ege,Testkrankenhaus - Ägäis
TR3_TEST,SHORT_NAME,t,Testhosp. TR3,Testkrh. TR3
TR3_TEST_TEST,NAME,t,Testdepartment - Ege,Testabteilung - Ägäis
TR3_TEST_TEST,SHORT_NAME,t,Testdep. TR3,Testabt. TR3
TR4,NAME,t,Doğu Marmara,Ost-Marmara
TR4,SHORT_NAME,t,Doğu Marmara,Ost-Marmara
TR4_TEST,NAME,t,Testhospital - Doğu Marmara,Testkrankenhaus - Ost-Marmara
TR4_TEST,SHORT_NAME,t,Testhosp. TR4,Testkrh. TR4
TR4_TEST_TEST,NAME,t,Testdepartment - Doğu Marmara,Testabteilung - Ost-Marmara
TR4_TEST_TEST,SHORT_NAME,t,Testdep. TR4,Testabt. TR4
TR5,NAME,t,Batı Anadolu,West-Anatolien
TR5,SHORT_NAME,t,Batı Anadolu,West-Anatolien
TR5_TEST,NAME,t,Testhospital - Batı Anadolu,Testkrankenhaus - West-Anatolien
TR5_TEST,SHORT_NAME,t,Testhosp. TR5,Testkrh. TR5
TR5_TEST_TEST,NAME,t,Testdepartment - Batı Anadolu,Testabteilung - West-Anatolien
TR5_TEST_TEST,SHORT_NAME,t,Testdep. TR5,Testabt. TR5
TR6,NAME,t,Akdeniz,Mittelmeer
TR6,SHORT_NAME,t,Akdeniz,Mittelmeer
TR6_TEST,NAME,t,Testhospital - Akdeniz,Testkrankenhaus - Mittelmeer
TR6_TEST,SHORT_NAME,t,Testhosp. TR6,Testkrh. TR6
TR6_TEST_TEST,NAME,t,Testdepartment - Akdeniz,Testabteilung - Mittelmeer
TR6_TEST_TEST,SHORT_NAME,t,Testdep. TR6,Testabt. TR6
TR7,NAME,t,Orta Anadolu,Zentral-Anatolien
TR7,SHORT_NAME,t,Orta Anadolu,Zentral-Anatolien
TR7_TEST,NAME,t,Testhospital - Orta Anadolu,Testkrankenhaus - Zentral-Anatolien
TR7_TEST,SHORT_NAME,t,Testhosp. TR7,Testkrh. TR7
TR7_TEST_TEST,NAME,t,Testdepartment - Orta Anadolu,Testabteilung - Zentral-Anatolien
TR7_TEST_TEST,SHORT_NAME,t,Testdep. TR7,Testabt. TR7
TR8,NAME,t,Batı Karadeniz,West-Schwarzmeer
TR8,SHORT_NAME,t,Batı Karadeniz,West-Schwarzmeer
TR8_TEST,NAME,t,Testhospital - Batı Karadeniz,Testkrankenhaus - West-Schwarzmeer
TR8_TEST,SHORT_NAME,t,Testhosp. TR8,Testkrh. TR8
TR8_TEST_TEST,NAME,t,Testdepartment - Batı Karadeniz,Testabteilung - West-Schwarzmeer
TR8_TEST_TEST,SHORT_NAME,t,Testdep. TR8,Testabt. TR8
TR9,NAME,t,Doğu Karadeniz,Ost-Schwarzmeer
TR9,SHORT_NAME,t,Doğu Karadeniz,Ost-Schwarzmeer
TR9_TEST,NAME,t,Testhospital - Doğu Karadeniz,Testkrankenhaus - Ost-Schwarzmeer
TR9_TEST,SHORT_NAME,t,Testhosp. TR9,Testkrh. TR9
TR9_TEST_TEST,NAME,t,Testdepartment - Doğu Karadeniz,Testabteilung - Ost-Schwarzmeer
TR9_TEST_TEST,SHORT_NAME,t,Testdep. TR9,Testabt. TR9
TRA,NAME,t,Kuzeydoğu Anadolu,Nordost-Anatolien
TRA,SHORT_NAME,t,Kuzeydoğu Anadolu,Nordost-Anatolien
TRA_TEST,NAME,t,Testhospital - Kuzeydoğu Anadolu,Testkrankenhaus - Nordost-Anatolien
TRA_TEST,SHORT_NAME,t,Testhosp. TRA,Testkrh. TRA
TRA_TEST_TEST,NAME,t,Testdepartment - Kuzeydoğu Anadolu,Testabteilung - Nordost-Anatolien
TRA_TEST_TEST,SHORT_NAME,t,Testdep. TRA,Testabt. TRA
TRB,NAME,t,Ortadoğu Anadolu,Zentral-Ostanatolien
TRB,SHORT_NAME,t,Ortadoğu Anadolu,Zentral-Ostanatolien
TRB_TEST,NAME,t,Testhospital - Ortadoğu Anadolu,Testkrankenhaus - Zentral-Ostanatolien
TRB_TEST,SHORT_NAME,t,Testhosp. TRB,Testkrh. TRB
TRB_TEST_TEST,NAME,t,Testdepartment - Ortadoğu Anadolu,Testabteilung - Zentral-Ostanatolien
TRB_TEST_TEST,SHORT_NAME,t,Testdep. TRB,Testabt. TRB
TRC,NAME,t,Güneydoğu Anadolu,Südost-Anatolien
TRC,SHORT_NAME,t,Güneydoğu Anadolu,Südost-Anatolien
TRC_TEST,NAME,t,Testhospital - Güneydoğu Anadolu,Testkrankenhaus - Südost-Anatolien
TRC_TEST,SHORT_NAME,t,Testhosp. TRC,Testkrh. TRC
TRC_TEST_TEST,NAME,t,Testdepartment - Güneydoğu Anadolu,Testabteilung - Südost-Anatolien
TRC_TEST_TEST,SHORT_NAME,t,Testdep. TRC,Testabt. TRC
UKC,NAME,t,North East (England),Nordostengland
UKC,SHORT_NAME,t,North East (England),Nordostengland
UKC_TEST,NAME,t,Testhospital - North East (England),Testkrankenhaus - Nordostengland
UKC_TEST,SHORT_NAME,t,Testhosp. UKC,Testkrh. UKC
UKC_TEST_TEST,NAME,t,Testdepartment - North East (England),Testabteilung - Nordostengland
UKC_TEST_TEST,SHORT_NAME,t,Testdep. UKC,Testabt. UKC
UKD,NAME,t,North West (England),Nordwestengland
UKD,SHORT_NAME,t,North West (England),Nordwestengland
UKD_TEST,NAME,t,Testhospital - North West (England),Testkrankenhaus - Nordwestengland
UKD_TEST,SHORT_NAME,t,Testhosp. UKD,Testkrh. UKD
UKD_TEST_TEST,NAME,t,Testdepartment - North West (England),Testabteilung - Nordwestengland
UKD_TEST_TEST,SHORT_NAME,t,Testdep. UKD,Testabt. UKD
UKE,NAME,f,Yorkshire and the Humber,
UKE,SHORT_NAME,f,Yorkshire and the Humber,
UKE_TEST,NAME,t,Testhospital - Yorkshire and the Humber,Testkrankenhaus - Yorkshire and the Humber
UKE_TEST,SHORT_NAME,t,Testhosp. UKE,Testkrh. UKE
UKE_TEST_TEST,NAME,t,Testdepartment - Yorkshire and the Humber,Testabteilung - Yorkshire and the Humber
UKE_TEST_TEST,SHORT_NAME,t,Testdep. UKE,Testabt. UKE
UKF,NAME,t,East Midlands (England),Ost-Midlands
UKF,SHORT_NAME,t,East Midlands (England),Ost-Midlands
UKF_TEST,NAME,t,Testhospital - East Midlands (England),Testkrankenhaus - Ost-Midlands
UKF_TEST,SHORT_NAME,t,Testhosp. UKF,Testkrh. UKF
UKF_TEST_TEST,NAME,t,Testdepartment - East Midlands (England),Testabteilung - Ost-Midlands
UKF_TEST_TEST,SHORT_NAME,t,Testdep. UKF,Testabt. UKF
UKG,NAME,t,West Midlands (England),West-Midlands
UKG,SHORT_NAME,t,West Midlands (England),West-Midlands
UKG_TEST,NAME,t,Testhospital - West Midlands (England),Testkrankenhaus - West-Midlands
UKG_TEST,SHORT_NAME,t,Testhosp. UKG,Testkrh. UKG
UKG_TEST_TEST,NAME,t,Testdepartment - West Midlands (England),Testabteilung - West-Midlands
UKG_TEST_TEST,SHORT_NAME,t,Testdep. UKG,Testabt. UKG
UKH,NAME,t,East of England,Ostengland
UKH,SHORT_NAME,t,East of England,Ostengland
UKH_TEST,NAME,t,Testhospital - East of England,Testkrankenhaus - Ostengland
UKH_TEST,SHORT_NAME,t,Testhosp. UKH,Testkrh. UKH
UKH_TEST_TEST,NAME,t,Testdepartment - East of England,Testabteilung - Ostengland
UKH_TEST_TEST,SHORT_NAME,t,Testdep. UKH,Testabt. UKH
UKI,NAME,f,London,
UKI,SHORT_NAME,f,London,
UKI_TEST,NAME,t,Testhospital - London,Testkrankenhaus - London
UKI_TEST,SHORT_NAME,t,Testhosp. UKI,Testkrh. UKI
UKI_TEST_TEST,NAME,t,Testdepartment - London,Testabteilung - London
UKI_TEST_TEST,SHORT_NAME,t,Testdep. UKI,Testabt. UKI
UKJ,NAME,t,South East (England),Südostengland
UKJ,SHORT_NAME,t,South East (England),Südostengland
UKJ_TEST,NAME,t,Testhospital - South East (England),Testkrankenhaus - Südostengland
UKJ_TEST,SHORT_NAME,t,Testhosp. UKJ,Testkrh. UKJ
UKJ_TEST_TEST,NAME,t,Testdepartment - South East (England),Testabteilung - Südostengland
UKJ_TEST_TEST,SHORT_NAME,t,Testdep. UKJ,Testabt. UKJ
UKK,NAME,t,South West (England),Südwestengland
UKK,SHORT_NAME,t,South West (England),Südwestengland
UKK_TEST,NAME,t,Testhospital - South West (England),Testkrankenhaus - Südwestengland
UKK_TEST,SHORT_NAME,t,Testhosp. UKK,Testkrh. UKK
UKK_TEST_TEST,NAME,t,Testdepartment - South West (England),Testabteilung - Südwestengland
UKK_TEST_TEST,SHORT_NAME,t,Testdep. UKK,Testabt. UKK
UKL,NAME,f,Wales,
UKL,SHORT_NAME,f,Wales,
UKL_TEST,NAME,t,Testhospital - Wales,Testkrankenhaus - Wales
UKL_TEST,SHORT_NAME,t,Testhosp. UKL,Testkrh. UKL
UKL_TEST_TEST,NAME,t,Testdepartment - Wales,Testabteilung - Wales
UKL_TEST_TEST,SHORT_NAME,t,Testdep. UKL,Testabt. UKL
UKM,NAME,t,Scotland,Schottland
UKM,SHORT_NAME,t,Scotland,Schottland
UKM_TEST,NAME,t,Testhospital - Scotland,Testkrankenhaus - Schottland
UKM_TEST,SHORT_NAME,t,Testhosp. UKM,Testkrh. UKM
UKM_TEST_TEST,NAME,t,Testdepartment - Scotland,Testabteilung - Schottland
UKM_TEST_TEST,SHORT_NAME,t,Testdep. UKM,Testabt. UKM
UKN,NAME,t,Northern Ireland,Nordirland
UKN,SHORT_NAME,t,Northern Ireland,Nordirland
UKN_TEST,NAME,t,Testhospital - Northern Ireland,Testkrankenhaus - Nordirland
UKN_TEST,SHORT_NAME,t,Testhosp. UKN,Testkrh. UKN
UKN_TEST_TEST,NAME,t,Testdepartment - Northern Ireland,Testabteilung - Nordirland
UKN_TEST_TEST,SHORT_NAME,t,Testdep. UKN,Testabt. UKN
ZA_EC,NAME,t,Eastern Cape,Ostkap
ZA_EC,SHORT_NAME,t,Eastern Cape,Ostkap
ZA_EC_TEST,NAME,t,Testhospital - Eastern Cape,Testkrankenhaus - Ostkap
ZA_EC_TEST,SHORT_NAME,t,Testhosp. ZA_EC,Testkrh. ZA_EC
ZA_EC_TEST_TEST,NAME,t,Testdepartment - Eastern Cape,Testabteilung - Ostkap
