id,concept,concept_type,concept_source,concept_id,is_cc,show_mrsa,show_vre,show_3gcr,show_carb_r,show_coli_r
593,Corynebacterium afermentans,species,LPSN,species/corynebacterium-afermentans,t,f,f,f,f,f
1135,Corynebacterium afermentans afermentans,subspecies,LPSN,subspecies/corynebacterium-afermentans-afermentans,t,f,f,f,f,f
339,Corynebacterium afermentans lipophilum,subspecies,LPSN,subspecies/corynebacterium-afermentans-lipophilum,t,f,f,f,f,f
129,Corynebacterium ammoniagenes,species,LPSN,species/corynebacterium-ammoniagenes,t,f,f,f,f,f
460,Corynebacterium amycolatum,species,LPSN,species/corynebacterium-amycolatum,t,f,f,f,f,f
2214,Corynebacterium appendicis,species,LPSN,species/corynebacterium-appendicis,t,f,f,f,f,f
2915,Corynebacterium aquatimens,species,LPSN,species/corynebacterium-aquatimens,t,f,f,f,f,f
2417,Corynebacterium aquilae,species,LPSN,species/corynebacterium-aquilae,t,f,f,f,f,f
2594,Corynebacterium argentoratense,species,LPSN,species/corynebacterium-argentoratense,t,f,f,f,f,f
2321,Corynebacterium atypicum,species,LPSN,species/corynebacterium-atypicum,t,f,f,f,f,f
2438,Corynebacterium aurimucosum,species,LPSN,species/corynebacterium-aurimucosum,t,f,f,f,f,f
2194,Corynebacterium auris,species,LPSN,species/corynebacterium-auris,t,f,f,f,f,f
1153,Corynebacterium auriscanis,species,LPSN,species/corynebacterium-auriscanis,t,f,f,f,f,f
2916,Corynebacterium belfantii,species,LPSN,species/corynebacterium-belfantii,t,f,f,f,f,f
1901,Corynebacterium beticola,species,LPSN,species/corynebacterium-beticola,t,f,f,f,f,f
2479,Corynebacterium bovis,species,LPSN,species/corynebacterium-bovis,t,f,f,f,f,f
936,Corynebacterium callunae,species,LPSN,species/corynebacterium-callunae,t,f,f,f,f,f
3101,Corynebacterium camporealense,species,LPSN,species/corynebacterium-camporealense,t,f,f,f,f,f
2917,Corynebacterium canis,species,LPSN,species/corynebacterium-canis,t,f,f,f,f,f
485,Corynebacterium capitovis,species,LPSN,species/corynebacterium-capitovis,t,f,f,f,f,f
1844,Corynebacterium casei,species,LPSN,species/corynebacterium-casei,t,f,f,f,f,f
1080,Corynebacterium caspium,species,LPSN,species/corynebacterium-caspium,t,f,f,f,f,f
2509,Corynebacterium ciconiae,species,LPSN,species/corynebacterium-ciconiae,t,f,f,f,f,f
452,Corynebacterium confusum,species,LPSN,species/corynebacterium-confusum,t,f,f,f,f,f
1813,Corynebacterium coyleae,species,LPSN,species/corynebacterium-coyleae,t,f,f,f,f,f
1611,Corynebacterium cystitidis,species,LPSN,species/corynebacterium-cystitidis,t,f,f,f,f,f
2918,Corynebacterium dentalis,species,LPSN,species/corynebacterium-dentalis,t,f,f,f,f,f
70,Corynebacterium diphtheriae,species,LPSN,species/corynebacterium-diphtheriae,f,f,f,f,f,f
1867,Corynebacterium durum,species,LPSN,species/corynebacterium-durum,t,f,f,f,f,f
506,Corynebacterium efficiens,species,LPSN,species/corynebacterium-efficiens,t,f,f,f,f,f
2468,Corynebacterium falsenii,species,LPSN,species/corynebacterium-falsenii,t,f,f,f,f,f
41,Corynebacterium felinum,species,LPSN,species/corynebacterium-felinum,t,f,f,f,f,f
1109,Corynebacterium flavescens,species,LPSN,species/corynebacterium-flavescens,t,f,f,f,f,f
2919,Corynebacterium fournieri,species,LPSN,species/corynebacterium-fournieri,t,f,f,f,f,f
2920,Corynebacterium freiburgense,species,LPSN,species/corynebacterium-freiburgense,t,f,f,f,f,f
163,Corynebacterium freneyi,species,LPSN,species/corynebacterium-freneyi,t,f,f,f,f,f
2941,Corynebacterium genitalium,species,LPSN,species/corynebacterium-genitalium-1,t,f,f,f,f,f
1756,Corynebacterium glaucum,species,LPSN,species/corynebacterium-glaucum,t,f,f,f,f,f
1620,Corynebacterium glucuronolyticum,species,LPSN,species/corynebacterium-glucuronolyticum,t,f,f,f,f,f
514,Corynebacterium glutamicum,species,LPSN,species/corynebacterium-glutamicum,t,f,f,f,f,f
2921,Corynebacterium gottingense,species,LPSN,species/corynebacterium-gottingense,t,f,f,f,f,f
2475,Corynebacterium halotolerans,species,LPSN,species/corynebacterium-halotolerans,t,f,f,f,f,f
2922,Corynebacterium hansenii,species,LPSN,species/corynebacterium-hansenii,t,f,f,f,f,f
1378,Corynebacterium imitans,species,LPSN,species/corynebacterium-imitans,t,f,f,f,f,f
1991,Corynebacterium jeikeium,species,LPSN,species/corynebacterium-jeikeium,t,f,f,f,f,f
373,Corynebacterium kroppenstedtii,species,LPSN,species/corynebacterium-kroppenstedtii,t,f,f,f,f,f
1715,Corynebacterium kutscheri,species,LPSN,species/corynebacterium-kutscheri,t,f,f,f,f,f
1474,Corynebacterium lipophiloflavum,species,LPSN,species/corynebacterium-lipophiloflavum,t,f,f,f,f,f
2923,Corynebacterium lowii,species,LPSN,species/corynebacterium-lowii,t,f,f,f,f,f
777,Corynebacterium macginleyi,species,LPSN,species/corynebacterium-macginleyi,t,f,f,f,f,f
2245,Corynebacterium massiliense,species,LPSN,species/corynebacterium-massiliense,t,f,f,f,f,f
618,Corynebacterium mastitidis,species,LPSN,species/corynebacterium-mastitidis,t,f,f,f,f,f
2230,Corynebacterium matruchotii,species,LPSN,species/corynebacterium-matruchotii,t,f,f,f,f,f
2942,Corynebacterium mediolanum,species,LPSN,species/corynebacterium-mediolanum,t,f,f,f,f,f
970,Corynebacterium minutissimum,species,LPSN,species/corynebacterium-minutissimum,t,f,f,f,f,f
176,Corynebacterium mucifaciens,species,LPSN,species/corynebacterium-mucifaciens,t,f,f,f,f,f
2360,Corynebacterium mycetoides,species,LPSN,species/corynebacterium-mycetoides,t,f,f,f,f,f
2924,Corynebacterium oculi,species,LPSN,species/corynebacterium-oculi,t,f,f,f,f,f
3036,Corynebacterium otitidis,species,LPSN,species/corynebacterium-otitidis,t,f,f,f,f,f
1106,Corynebacterium phocae,species,LPSN,species/corynebacterium-phocae,t,f,f,f,f,f
2925,Corynebacterium pilbarense,species,LPSN,species/corynebacterium-pilbarense,t,f,f,f,f,f
898,Corynebacterium pilosum,species,LPSN,species/corynebacterium-pilosum,t,f,f,f,f,f
927,Corynebacterium propinquum,species,LPSN,species/corynebacterium-propinquum,t,f,f,f,f,f
2516,Corynebacterium pseudodiphtheriticum,species,LPSN,species/corynebacterium-pseudodiphtheriticum,t,f,f,f,f,f
2943,Corynebacterium pseudogenitalium,species,LPSN,species/corynebacterium-pseudogenitalium-1,t,f,f,f,f,f
214,Corynebacterium pseudotuberculosis,species,LPSN,species/corynebacterium-pseudotuberculosis,t,f,f,f,f,f
1605,Corynebacterium pyruviciproducens,species,LPSN,species/corynebacterium-pyruviciproducens,t,f,f,f,f,f
2096,Corynebacterium renale,species,LPSN,species/corynebacterium-renale,t,f,f,f,f,f
150,Corynebacterium resistens,species,LPSN,species/corynebacterium-resistens,t,f,f,f,f,f
336,Corynebacterium riegelii,species,LPSN,species/corynebacterium-riegelii,t,f,f,f,f,f
2926,Corynebacterium rouxii,species,LPSN,species/corynebacterium-rouxii,t,f,f,f,f,f
2944,Corynebacterium rubrum,species,LPSN,species/corynebacterium-rubrum,t,f,f,f,f,f
584,Corynebacterium simulans,species,LPSN,species/corynebacterium-simulans,t,f,f,f,f,f
1412,Corynebacterium singulare,species,LPSN,species/corynebacterium-singulare,t,f,f,f,f,f
2454,Corynebacterium sphenisci,species,LPSN,species/corynebacterium-sphenisci,t,f,f,f,f,f
311,Corynebacterium spheniscorum,species,LPSN,species/corynebacterium-spheniscorum,t,f,f,f,f,f
2927,Corynebacterium sputi,species,LPSN,species/corynebacterium-sputi,t,f,f,f,f,f
2473,Corynebacterium striatum,species,LPSN,species/corynebacterium-striatum,t,f,f,f,f,f
1982,Corynebacterium suicordis,species,LPSN,species/corynebacterium-suicordis,t,f,f,f,f,f
1695,Corynebacterium sundsvallense,species,LPSN,species/corynebacterium-sundsvallense,t,f,f,f,f,f
1635,Corynebacterium terpenotabidum,species,LPSN,species/corynebacterium-terpenotabidum,t,f,f,f,f,f
532,Corynebacterium testudinoris,species,LPSN,species/corynebacterium-testudinoris,t,f,f,f,f,f
190,Corynebacterium thomssenii,species,LPSN,species/corynebacterium-thomssenii,t,f,f,f,f,f
2928,Corynebacterium timonense,species,LPSN,species/corynebacterium-timonense,t,f,f,f,f,f
1767,Corynebacterium tuberculostearicum,species,LPSN,species/corynebacterium-tuberculostearicum,t,f,f,f,f,f
1227,Corynebacterium tuscaniense,species,LPSN,species/corynebacterium-tuscaniense,t,f,f,f,f,f
2113,Corynebacterium ulcerans,species,LPSN,species/corynebacterium-ulcerans,t,f,f,f,f,f
2330,Corynebacterium urealyticum,species,LPSN,species/corynebacterium-urealyticum,t,f,f,f,f,f
1595,Corynebacterium ureicelerivorans,species,LPSN,species/corynebacterium-ureicelerivorans,t,f,f,f,f,f
1821,Corynebacterium variabile,species,LPSN,species/corynebacterium-variabile,t,f,f,f,f,f
2372,Corynebacterium vitaeruminis,species,LPSN,species/corynebacterium-vitaeruminis,t,f,f,f,f,f
1686,Corynebacterium xerosis,species,LPSN,species/corynebacterium-xerosis,t,f,f,f,f,f
3238,Cosenzaea myxofaciens,species,LPSN,species/cosenzaea-myxofaciens,f,f,f,t,t,f
2346,Coxiella,genus,LPSN,genus/coxiella,f,f,f,f,f,f
917,Coxiella burnetii,species,LPSN,species/coxiella-burnetii,f,f,f,f,f,f
3340,Crimean-Congo hemorrhagic fever orthonairovirus,species,ICTV,202100070,f,f,f,f,f,f
347,Cronobacter,genus,LPSN,genus/cronobacter,f,f,f,t,t,t
1575,Cronobacter dublinensis,species,LPSN,species/cronobacter-dublinensis,f,f,f,t,t,t
1826,Cronobacter malonaticus,species,LPSN,species/cronobacter-malonaticus,f,f,f,t,t,t
1501,Cronobacter muytjensii,species,LPSN,species/cronobacter-muytjensii,f,f,f,t,t,t
1295,Cronobacter sakazakii,species,LPSN,species/cronobacter-sakazakii,f,f,f,t,t,t
15,Cronobacter turicensis,species,LPSN,species/cronobacter-turicensis,f,f,f,t,t,t
2016,Cryptobacterium,genus,LPSN,genus/cryptobacterium,f,f,f,f,f,f
1831,Cryptobacterium curtum,species,LPSN,species/cryptobacterium-curtum,f,f,f,f,f,f
565,Cunninghamella,genus,MycoBank,20150,f,f,f,f,f,f
1678,Cunninghamella bertholletiae,species,MycoBank,230361,f,f,f,f,f,f
1467,Cupriavidus,genus,LPSN,genus/cupriavidus,f,f,f,f,f,f
1699,Cupriavidus basilensis,species,LPSN,species/cupriavidus-basilensis,f,f,f,f,f,f
1536,Cupriavidus gilardii,species,LPSN,species/cupriavidus-gilardii,f,f,f,f,f,f
2359,Cupriavidus metallidurans,species,LPSN,species/cupriavidus-metallidurans,f,f,f,f,f,f
2555,Cupriavidus necator,species,LPSN,species/cupriavidus-necator,f,f,f,f,f,f
1512,Cupriavidus pauculus,species,LPSN,species/cupriavidus-pauculus,f,f,f,f,f,f
2546,Cupriavidus respiraculi,species,LPSN,species/cupriavidus-respiraculi,f,f,f,f,f,f
412,Curtobacterium,genus,LPSN,genus/curtobacterium,f,f,f,f,f,f
332,Curtobacterium albidum,species,LPSN,species/curtobacterium-albidum,f,f,f,f,f,f
899,Curvularia,genus,MycoBank,7847,f,f,f,f,f,f
3402,Curvularia australiensis,species,MycoBank,564767,f,f,f,f,f,f
785,Curvularia geniculata,species,MycoBank,265873,f,f,f,f,f,f
3385,Curvularia hawaiiensis,species,MycoBank,800543,f,f,f,f,f,f
855,Curvularia lunata,species,MycoBank,269889,f,f,f,f,f,f
3358,Cutaneotrichosporon cutaneum,species,MycoBank,813398,f,f,f,f,f,f
3360,Cutaneotrichosporon mucoides,species,MycoBank,813402,f,f,f,f,f,f
56,Cutibacterium,genus,LPSN,genus/cutibacterium,t,f,f,f,f,f
1331,Cutibacterium acnes,species,LPSN,species/cutibacterium-acnes,t,f,f,f,f,f
3283,Cutibacterium avidum,species,LPSN,species/cutibacterium-avidum,t,f,f,f,f,f
2996,Cutibacterium granulosum,species,LPSN,species/cutibacterium-granulosum,t,f,f,f,f,f
1132,Cyberlindnera fabianii,species,MycoBank,534382,f,f,f,f,f,f
3356,Cyberlindnera jadinii,species,MycoBank,534383,f,f,f,f,f,f
3369,Cystobasidium minutum,species,MycoBank,809340,f,f,f,f,f,f
3105,Cytobacillus firmus,species,LPSN,species/cytobacillus-firmus,t,f,f,f,f,f
2966,Debaryomyces,genus,MycoBank,1432,f,f,f,f,f,f
1232,Debaryomyces hansenii,species,MycoBank,296478,f,f,f,f,f,f
1872,Deinococcus,genus,LPSN,genus/deinococcus,f,f,f,f,f,f
1125,Delftia,genus,LPSN,genus/delftia,f,f,f,f,f,f
2356,Delftia acidovorans,species,LPSN,species/delftia-acidovorans,f,f,f,f,f,f
2656,Deltainfluenzavirus influenzae,species,ICTV,202103962,f,f,f,f,f,f
1791,Dengue virus,species,ICTV,202103081,f,f,f,f,f,f
993,Dermabacter,genus,LPSN,genus/dermabacter,t,f,f,f,f,f
745,Dermabacter hominis,species,LPSN,species/dermabacter-hominis,t,f,f,f,f,f
2552,Dermacoccus,genus,LPSN,genus/dermacoccus,t,f,f,f,f,f
545,Dermacoccus nishinomiyaensis,species,LPSN,species/dermacoccus-nishinomiyaensis,t,f,f,f,f,f
776,Dermatophilus,genus,LPSN,genus/dermatophilus,f,f,f,f,f,f
1215,Dermatophilus congolensis,species,LPSN,species/dermatophilus-congolensis,f,f,f,f,f,f
2147,Desulfovibrio,genus,LPSN,genus/desulfovibrio,f,f,f,f,f,f
1937,Desulfovibrio desulfuricans,species,LPSN,species/desulfovibrio-desulfuricans,f,f,f,f,f,f
1716,Desulfovibrio piger,species,LPSN,species/desulfovibrio-piger,f,f,f,f,f,f
570,Desulfovibrio vulgaris,species,LPSN,species/desulfovibrio-vulgaris,f,f,f,f,f,f
1781,Dialister,genus,LPSN,genus/dialister,f,f,f,f,f,f
1337,Dialister micraerophilus,species,LPSN,species/dialister-micraerophilus,f,f,f,f,f,f
2270,Dialister pneumosintes,species,LPSN,species/dialister-pneumosintes,f,f,f,f,f,f
1318,Dichelobacter,genus,LPSN,genus/dichelobacter,f,f,f,f,f,f
299,Dichelobacter nodosus,species,LPSN,species/dichelobacter-nodosus,f,f,f,f,f,f
1532,Dietzia,genus,LPSN,genus/dietzia,f,f,f,f,f,f
3285,Dietzia maris,species,LPSN,species/dietzia-maris,f,f,f,f,f,f
3405,Dipodascus klebahnii,species,MycoBank,551674,f,f,f,f,f,f
3403,Diutina catenulata,species,MycoBank,813778,f,f,f,f,f,f
3357,Diutina rugosa,species,MycoBank,813768,f,f,f,f,f,f
2148,Dolosicoccus,genus,LPSN,genus/dolosicoccus,f,f,f,f,f,f
1999,Dolosicoccus paucivorans,species,LPSN,species/dolosicoccus-paucivorans,f,f,f,f,f,f
2577,Dolosigranulum,genus,LPSN,genus/dolosigranulum,f,f,f,f,f,f
1071,Dolosigranulum pigrum,species,LPSN,species/dolosigranulum-pigrum,f,f,f,f,f,f
910,Dorea,genus,LPSN,genus/dorea,f,f,f,f,f,f
1730,Dorea formicigenerans,species,LPSN,species/dorea-formicigenerans,f,f,f,f,f,f
614,Dorea longicatena,species,LPSN,species/dorea-longicatena,f,f,f,f,f,f
2538,Dyella,genus,LPSN,genus/dyella,f,f,f,f,f,f
2469,Dysgonomonas,genus,LPSN,genus/dysgonomonas,f,f,f,f,f,f
2553,Dysgonomonas capnocytophagoides,species,LPSN,species/dysgonomonas-capnocytophagoides,f,f,f,f,f,f
208,Dysgonomonas gadei,species,LPSN,species/dysgonomonas-gadei,f,f,f,f,f,f
905,Eastern equine encephalitis virus,species,ICTV,202105088,f,f,f,f,f,f
1684,Ebolavirus,genus,ICTV,202101564,f,f,f,f,f,f
2681,Echovirus,group,NeoIPC,27,f,f,f,f,f,f
3214,Ectobacillus funiculus,species,LPSN,species/ectobacillus-funiculus,t,f,f,f,f,f
1689,Edwardsiella,genus,LPSN,genus/edwardsiella,f,f,f,t,t,f
1350,Edwardsiella hoshinae,species,LPSN,species/edwardsiella-hoshinae,f,f,f,t,t,f
2309,Edwardsiella ictaluri,species,LPSN,species/edwardsiella-ictaluri,f,f,f,t,t,f
2260,Edwardsiella tarda,species,LPSN,species/edwardsiella-tarda,f,f,f,t,t,f
2708,Eggerthella,genus,LPSN,genus/eggerthella,f,f,f,f,f,f
2709,Eggerthella lenta,species,LPSN,species/eggerthella-lenta,f,f,f,f,f,f
2710,Eggerthella sinensis,species,LPSN,species/eggerthella-sinensis,f,f,f,f,f,f
1273,Eggerthia,genus,LPSN,genus/eggerthia,f,f,f,f,f,f
1825,Eggerthia catenaformis,species,LPSN,species/eggerthia-catenaformis,f,f,f,f,f,f
731,Ehrlichia,genus,LPSN,genus/ehrlichia,f,f,f,f,f,f
3156,Ehrlichia sennetsu,species,LPSN,species/ehrlichia-sennetsu,f,f,f,f,f,f
1089,Eikenella,genus,LPSN,genus/eikenella,f,f,f,f,f,f
2135,Eikenella corrodens,species,LPSN,species/eikenella-corrodens,f,f,f,f,f,f
795,Elizabethkingia,genus,LPSN,genus/elizabethkingia,f,f,f,f,f,f
690,Elizabethkingia meningoseptica,species,LPSN,species/elizabethkingia-meningoseptica,f,f,f,f,f,f
1116,Emmonsia,genus,MycoBank,8151,f,f,f,f,f,f
13,Empedobacter,genus,LPSN,genus/empedobacter,f,f,f,f,f,f
1338,Empedobacter brevis,species,LPSN,species/empedobacter-brevis,f,f,f,f,f,f
1849,Enterobacter,genus,LPSN,genus/enterobacter,f,f,f,t,t,t
1431,Enterobacter asburiae,species,LPSN,species/enterobacter-asburiae,f,f,f,t,t,t
2713,Enterobacter bugandensis,species,LPSN,species/enterobacter-bugandensis,f,f,f,t,t,t
1417,Enterobacter cancerogenus,species,LPSN,species/enterobacter-cancerogenus,f,f,f,t,t,t
1212,Enterobacter cloacae,species,LPSN,species/enterobacter-cloacae,f,f,f,t,t,t
2711,Enterobacter cloacae complex,species complex,NeoIPC,32,f,f,f,t,t,t
1130,Enterobacter cloacae dissolvens,subspecies,LPSN,subspecies/enterobacter-cloacae-dissolvens,f,f,f,t,t,t
1495,Enterobacter hormaechei,species,LPSN,species/enterobacter-hormaechei,f,f,f,t,t,t
2714,Enterobacter huaxiensis,species,LPSN,species/enterobacter-huaxiensis,f,f,f,t,t,t
1591,Enterobacter kobei,species,LPSN,species/enterobacter-kobei,f,f,f,t,t,t
117,Enterobacter ludwigii,species,LPSN,species/enterobacter-ludwigii,f,f,f,t,t,t
2715,Enterobacter quasihormaechei,species,LPSN,species/enterobacter-quasihormaechei,f,f,f,t,t,t
2717,Enterobacter wuhouensis,species,LPSN,species/enterobacter-wuhouensis,f,f,f,t,t,t
3067,Enterocloster bolteae,species,LPSN,species/enterocloster-bolteae,f,f,f,f,f,f
2821,Enterocloster citroniae,species,LPSN,species/enterocloster-citroniae,f,f,f,f,f,f
3136,Enterocloster clostridioformis,species,LPSN,species/enterocloster-clostridioformis,f,f,f,f,f,f
2825,Enterocloster lavalensis,species,LPSN,species/enterocloster-lavalensis,f,f,f,f,f,f
503,Enterococcus,genus,LPSN,genus/enterococcus,f,f,t,f,f,f
196,Enterococcus asini,species,LPSN,species/enterococcus-asini,f,f,t,f,f,f
1720,Enterococcus avium,species,LPSN,species/enterococcus-avium,f,f,t,f,f,f
297,Enterococcus canis,species,LPSN,species/enterococcus-canis,f,f,t,f,f,f
2001,Enterococcus casseliflavus,species,LPSN,species/enterococcus-casseliflavus,f,f,f,f,f,f
369,Enterococcus cecorum,species,LPSN,species/enterococcus-cecorum,f,f,t,f,f,f
522,Enterococcus dispar,species,LPSN,species/enterococcus-dispar,f,f,t,f,f,f
1236,Enterococcus durans,species,LPSN,species/enterococcus-durans,f,f,t,f,f,f
2345,Enterococcus faecalis,species,LPSN,species/enterococcus-faecalis,f,f,t,f,f,f
1865,Enterococcus faecium,species,LPSN,species/enterococcus-faecium,f,f,t,f,f,f
1908,Enterococcus gallinarum,species,LPSN,species/enterococcus-gallinarum,f,f,f,f,f,f
2213,Enterococcus gilvus,species,LPSN,species/enterococcus-gilvus,f,f,t,f,f,f
626,Enterococcus haemoperoxidus,species,LPSN,species/enterococcus-haemoperoxidus,f,f,t,f,f,f
2057,Enterococcus hermanniensis,species,LPSN,species/enterococcus-hermanniensis,f,f,t,f,f,f
1339,Enterococcus hirae,species,LPSN,species/enterococcus-hirae,f,f,t,f,f,f
1505,Enterococcus italicus,species,LPSN,species/enterococcus-italicus,f,f,t,f,f,f
871,Enterococcus malodoratus,species,LPSN,species/enterococcus-malodoratus,f,f,t,f,f,f
1108,Enterococcus moraviensis,species,LPSN,species/enterococcus-moraviensis,f,f,t,f,f,f
1780,Enterococcus mundtii,species,LPSN,species/enterococcus-mundtii,f,f,t,f,f,f
77,Enterococcus pallens,species,LPSN,species/enterococcus-pallens,f,f,t,f,f,f
243,Enterococcus phoeniculicola,species,LPSN,species/enterococcus-phoeniculicola,f,f,t,f,f,f
1320,Enterococcus pseudoavium,species,LPSN,species/enterococcus-pseudoavium,f,f,t,f,f,f
850,Enterococcus raffinosus,species,LPSN,species/enterococcus-raffinosus,f,f,t,f,f,f
865,Enterococcus ratti,species,LPSN,species/enterococcus-ratti,f,f,t,f,f,f
303,Enterococcus saccharolyticus,species,LPSN,species/enterococcus-saccharolyticus,f,f,t,f,f,f
908,Enterococcus sulfureus,species,LPSN,species/enterococcus-sulfureus,f,f,t,f,f,f
1205,Enterococcus villorum,species,LPSN,species/enterococcus-villorum,f,f,t,f,f,f
1582,Enterocytozoon,genus,MycoBank,30481,f,f,f,f,f,f
502,Enterovirus,genus,ICTV,202101982,f,f,f,f,f,f
2622,Enterovirus B,species,ICTV,202101984,f,f,f,f,f,f
2636,Enterovirus C,species,ICTV,202101985,f,f,f,f,f,f
1185,Epicoccum,genus,MycoBank,8188,f,f,f,f,f,f
1286,Erwinia,genus,LPSN,genus/erwinia,f,f,f,t,t,t
3086,Erwinia ananatis,species,LPSN,species/erwinia-ananatis,f,f,f,t,t,t
1063,Erwinia persicina,species,LPSN,species/erwinia-persicina,f,f,f,t,t,t
1740,Erysipelothrix,genus,LPSN,genus/erysipelothrix,f,f,f,f,f,f
567,Erysipelothrix inopinata,species,LPSN,species/erysipelothrix-inopinata,f,f,f,f,f,f
438,Erysipelothrix rhusiopathiae,species,LPSN,species/erysipelothrix-rhusiopathiae,f,f,f,f,f,f
600,Erysipelothrix tonsillarum,species,LPSN,species/erysipelothrix-tonsillarum,f,f,f,f,f,f
497,Escherichia,genus,LPSN,genus/escherichia,f,f,f,t,t,t
1172,Escherichia albertii,species,LPSN,species/escherichia-albertii,f,f,f,t,t,t
1807,Escherichia coli,species,LPSN,species/escherichia-coli,f,f,f,t,t,t
1873,Escherichia fergusonii,species,LPSN,species/escherichia-fergusonii,f,f,f,t,t,t
12,Escherichia hermannii,species,LPSN,species/escherichia-hermannii,f,f,f,t,t,t
490,Eubacterium,genus,LPSN,genus/eubacterium,f,f,f,f,f,f
1589,Eubacterium barkeri,species,LPSN,species/eubacterium-barkeri,f,f,f,f,f,f
2439,Eubacterium brachy,species,LPSN,species/eubacterium-brachy,f,f,f,f,f,f
1419,Eubacterium callanderi,species,LPSN,species/eubacterium-callanderi,f,f,f,f,f,f
596,Eubacterium infirmum,species,LPSN,species/eubacterium-infirmum,f,f,f,f,f,f
765,Eubacterium limosum,species,LPSN,species/eubacterium-limosum,f,f,f,f,f,f
939,Eubacterium minutum,species,LPSN,species/eubacterium-minutum,f,f,f,f,f,f
2268,Eubacterium nodatum,species,LPSN,species/eubacterium-nodatum,f,f,f,f,f,f
588,Eubacterium ramulus,species,LPSN,species/eubacterium-ramulus,f,f,f,f,f,f
597,Eubacterium saphenum,species,LPSN,species/eubacterium-saphenum,f,f,f,f,f,f
359,Eubacterium siraeum,species,LPSN,species/eubacterium-siraeum,f,f,f,f,f,f
1275,Eubacterium sulci,species,LPSN,species/eubacterium-sulci,f,f,f,f,f,f
53,Eubacterium tenue,species,LPSN,species/eubacterium-tenue,f,f,f,f,f,f
576,Eubacterium ventriosum,species,LPSN,species/eubacterium-ventriosum,f,f,f,f,f,f
1358,Eubacterium yurii,species,LPSN,species/eubacterium-yurii,f,f,f,f,f,f
3300,Evansella clarkii,species,LPSN,species/evansella-clarkii,t,f,f,f,f,f
3314,Evansella vedderi,species,LPSN,species/evansella-vedderi,t,f,f,f,f,f
1248,Ewingella,genus,LPSN,genus/ewingella,f,f,f,t,t,t
1443,Ewingella americana,species,LPSN,species/ewingella-americana,f,f,f,t,t,t
1151,Exiguobacterium,genus,LPSN,genus/exiguobacterium,t,f,f,f,f,f
753,Exiguobacterium acetylicum,species,LPSN,species/exiguobacterium-acetylicum,t,f,f,f,f,f
2251,Exophiala,genus,MycoBank,8233,f,f,f,f,f,f
562,Exophiala bergeri,species,MycoBank,460080,f,f,f,f,f,f
212,Exophiala dermatitidis,species,MycoBank,314039,f,f,f,f,f,f
3374,Exophiala exophialae,species,MycoBank,486420,f,f,f,f,f,f
2161,Exophiala jeanselmei,species,MycoBank,314040,f,f,f,f,f,f
2424,Exophiala spinifera,species,MycoBank,314044,f,f,f,f,f,f
544,Exserohilum,genus,MycoBank,8241,f,f,f,f,f,f
1770,Exserohilum rostratum,species,MycoBank,314059,f,f,f,f,f,f
3311,Ezakiella coagulans,species,LPSN,species/ezakiella-coagulans,f,f,f,f,t,f
1509,Facklamia,genus,LPSN,genus/facklamia,f,f,f,f,f,f
821,Facklamia hominis,species,LPSN,species/facklamia-hominis,f,f,f,f,f,f
2077,Facklamia ignava,species,LPSN,species/facklamia-ignava,f,f,f,f,f,f
335,Facklamia languida,species,LPSN,species/facklamia-languida,f,f,f,f,f,f
895,Facklamia sourekii,species,LPSN,species/facklamia-sourekii,f,f,f,f,f,f
1481,Facklamia tabacinasalis,species,LPSN,species/facklamia-tabacinasalis,f,f,f,f,f,f
1046,Faecalibacterium,genus,LPSN,genus/faecalibacterium,f,f,f,f,f,f
1570,Faecalibacterium prausnitzii,species,LPSN,species/faecalibacterium-prausnitzii,f,f,f,f,f,f
3028,Faecalicatena contorta,species,LPSN,species/faecalicatena-contorta,f,f,f,f,f,f
3168,Faecalicatena orotica,species,LPSN,species/faecalicatena-orotica,f,f,f,f,f,f
3049,Faecalitalea cylindroides,species,LPSN,species/faecalitalea-cylindroides,f,f,f,f,f,f
3245,Falsarthrobacter nasiphocae,species,LPSN,species/falsarthrobacter-nasiphocae,t,f,f,f,f,f
2936,Falsibacillus pallidus,species,LPSN,species/falsibacillus-pallidus,t,f,f,f,f,f
3233,Fannyhessea vaginae,species,LPSN,species/fannyhessea-vaginae,f,f,f,f,f,f
3215,Ferdinandcohnia humi,species,LPSN,species/ferdinandcohnia-humi,t,f,f,f,f,f
3304,Fictibacillus barbaricus,species,LPSN,species/fictibacillus-barbaricus,t,f,f,f,f,f
3195,Fictibacillus gelatini,species,LPSN,species/fictibacillus-gelatini,t,f,f,f,f,f
132,Filifactor,genus,LPSN,genus/filifactor,f,f,f,f,f,f
922,Filifactor alocis,species,LPSN,species/filifactor-alocis,f,f,f,f,f,f
371,Filifactor villosus,species,LPSN,species/filifactor-villosus,f,f,f,f,f,f
2416,Finegoldia,genus,LPSN,genus/finegoldia,f,f,f,f,f,f
103,Finegoldia magna,species,LPSN,species/finegoldia-magna,f,f,f,f,f,f
1194,Flavivirus,genus,ICTV,202103070,f,f,f,f,f,f
2299,Flavobacterium,genus,LPSN,genus/flavobacterium,f,f,f,f,f,f
1688,Flavobacterium devorans,species,LPSN,species/flavobacterium-devorans,f,f,f,f,f,f
1763,Flavonifractor,genus,LPSN,genus/flavonifractor,f,f,f,f,f,f
257,Flavonifractor plautii,species,LPSN,species/flavonifractor-plautii,f,f,f,f,f,f
